cycle,type,temperature,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct
41,3,24,820.9354248046875+40.66619110107422i,342.9047241210938+26.52943801879883i,2.388938644852193-0.06623125028812707i,0.1688602961661847-0.03542796444892727i,0.06388080305028336-0.0007306050262178715i,0.06945627304536996,0.04466870036616091
41,3,24,819.74072265625+41.37293243408203i,341.6620788574219+25.27685165405273i,2.395122751006788-0.0561028900264998i,0.151483626952876-0.04821239603431546i,0.06278200115456109-0.001262633049077258i,0.06945627304536996,0.04466870036616091
41,3,24,816.2640991210938+40.74105453491211i,345.3667297363281+28.31777572631836i,2.35729499587209-0.07531789903105467i,0.1381366340809898-0.05523083460099729i,0.06006457599779108-0.001211644567504762i,0.06945627304536996,0.04466870036616091
41,3,24,817.0650634765625+42.87799835205078i,346.3523559570312+24.77811050415039i,2.355856646631405-0.04473963495152822i,0.1296460913832496-0.05819158947514971i,0.06214646643565881-0.001636963583924121i,0.06945627304536996,0.04466870036616091
41,3,24,815.5166015625+43.18157958984375i,346.900634765625+26.92449569702148i,2.346391761273845-0.05763562613141052i,0.126148349227185-0.05829557382329723i,0.06027082586074593-0.001743856601508079i,0.06945627304536996,0.04466870036616091
41,3,24,814.2739868164062-0.18182373046875i,351.7435913085938+8.188168525695801i,2.313698837607611-0.05437705249823851i,0.1273513884717747-0.05610535006743169i,0.06184176180148224-0.001105136990278074i,0.06945627304536996,0.04466870036616091
41,3,24,815.4984741210938+0.9010772705078125i,349.1562194824219+10.07820701599121i,2.333756477029783-0.06478190095951424i,0.1326751453222899-0.05162568852241524i,0.06049362403316041-0.001758110277177833i,0.06945627304536996,0.04466870036616091
41,3,24,813.6250610351562+1.082891464233398i,351.5580749511719+11.1027946472168i,2.312131568924124-0.06994073609685515i,0.1412843498723241-0.04451496093482339i,0.0594403499586812-0.00185075111379521i,0.06945627304536996,0.04466870036616091
41,3,24,815.66259765625+2.74901008605957i,350.1111755371094+6.740786552429199i,2.329012375767495-0.03698929403520995i,0.1520903702331764-0.03436834660280317i,0.05703846781348653-0.001353224482960787i,0.06945627304536996,0.04466870036616091
41,3,24,813.731201171875+1.189001083374023i,351.1357116699219+8.229142189025879i,2.31623369184436-0.050896604121615i,0.1638060775994828-0.02101487590847917i,0.05571533477037007-0.001462373687082787i,0.06945627304536996,0.04466870036616091
41,3,24,812.0333251953125+2.684303283691406i,352.1480407714844+9.085253715515137i,2.304605723485079-0.05183508727865957i,0.175099804688262-0.004757344345149268i,0.05536767281132397-0.001568388334327653i,0.06945627304536996,0.04466870036616091
41,3,24,808.7103881835938+14.21702575683594i,355.5722351074219+11.16861343383789i,2.273404214841523-0.03142468954082166i,0.1848300032354324+0.01351593518681625i,0.0541464894887024-0.001572854730996492i,0.06945627304536996,0.04466870036616091
41,3,24,808.4727172851562+13.4513988494873i,356.0991821289062+10.60918807983398i,2.269469251277527-0.02983951610107741i,0.1922823206312388+0.03238568755641957i,0.05125765448314796-0.001557826802154401i,0.06945627304536996,0.04466870036616091
41,3,24,808.0409545898438+15.8205394744873i,354.7893981933594+10.6594181060791i,2.276807359242381-0.02381385170385066i,0.1973083400058546+0.05010155446231224i,0.05182905646543229-0.001362393731637645i,0.06945627304536996,0.04466870036616091
41,3,24,809.6506958007812+17.16266632080078i,355.2906188964844+8.060562133789062i,2.278763649865845-0.003392855321952703i,0.2002945062951636+0.06485261808182359i,0.04981478004175886-0.001327684260761088i,0.06945627304536996,0.04466870036616091
41,3,24,808.6293334960938+19.3680248260498i,356.7609558105469+6.117104530334473i,2.266850252789935+0.01542059125449851i,0.2019554344405498+0.07501913973966241i,0.04933055737905596-0.001390779271041312i,0.06945627304536996,0.04466870036616091
41,3,24,808.7212524414062+36.92933654785156i,355.4635314941406+17.27314186096191i,2.274794262139427-0.006649085594379495i,0.2030136897788318+0.07934945527253931i,0.04839342186537338-0.001323056963353564i,0.06945627304536996,0.04466870036616091
41,3,24,808.9067993164062+39.87031555175781i,355.7039489746094+14.96425151824951i,2.274790754399311+0.01638940070343189i,0.2038697778324077+0.07706437338910065i,0.04740419344429043-0.001053516467062972i,0.06945627304536996,0.04466870036616091
41,3,24,808.8504638671875+41.96669387817383i,354.3469848632812+12.21219444274902i,2.284019723936795+0.03971756921768047i,0.2043744729215444+0.06793455842593878i,0.04620808097585673-0.00083730256652734i,0.06945627304536996,0.04466870036616091
41,3,24,808.8798828125+46.79549026489258i,354.1158142089844+7.199965476989746i,2.285965950862354+0.08566862342726718i,0.203798691373177+0.05237159255086688i,0.04646239327290736-0.0006163761499689965i,0.06945627304536996,0.04466870036616091
41,3,24,809.5072021484375+55.90579605102539i,354.0724487304688-1.912051677703857i,2.285356307656969+0.1702349776983513i,0.2010570597412032+0.0315156385083703i,0.0426567850155281-0.000421386515985352i,0.06945627304536996,0.04466870036616091
41,3,24,812.9937133789062+68.78581237792969i,350.8409423828125-15.52611923217773i,2.304082700513716+0.2980247242433185i,0.1951698446447842+0.007224179676040203i,0.0444949623509495-8.696139688419003e-07i,0.06945627304536996,0.04466870036616091
41,3,24,823.5299072265625+83.81416320800781i,341.2637634277344-32.12317276000977i,2.369067803121268+0.4685998182801873i,0.1858407675559442-0.01816723471027668i,0.0442572662227116+0.0005326129181916339i,0.06945627304536996,0.04466870036616091
41,3,24,836.8112182617188+99.05870056152344i,326.94140625-48.64654541015625i,2.45997012476598+0.669012076054773i,0.1739287942388404-0.04236247146746913i,99999+0i,0.06945627304536996,0.04466870036616091
41,3,24,858.0252075195312+113.9919128417969i,305.9578247070312-64.28187561035156i,2.610863274645009+0.921117482019037i,0.1616002737921843-0.06375324942303996i,99999+0i,0.06945627304536996,0.04466870036616091
41,3,24,880.2584838867188+119.106689453125i,281.4107971191406-77.85403442382812i,2.796857605857678+1.197016394632154i,0.1521472915681034-0.08183619697166457i,99999+0i,0.06945627304536996,0.04466870036616091
41,3,24,899.1500244140625+106.7335968017578i,257.2177429199219-86.10618591308594i,3.018500643343053+1.425427228363363i,0.1497816291121803-0.09694124959115127i,99999+0i,0.06945627304536996,0.04466870036616091
41,3,24,912.2109375+67.61859893798828i,234.8432922363281-95.98816680908203i,3.227463861280425+1.607101207068135i,0.1598691556772062-0.1088000188704146i,99999+0i,0.06945627304536996,0.04466870036616091
41,3,24,913.5463256835938+3.477208137512207i,216.6790924072266-115.3558807373047i,3.278389245362599+1.761400616441264i,0.1895452713891461-0.1131925927965681i,99999+0i,0.06945627304536996,0.04466870036616091
41,3,24,914.6620483398438-120.3645401000977i,177.8551940917969-135.9710845947266i,3.572253167028919+2.054247554216482i,0.246440758066041-0.09513827068316949i,99999+0i,0.06945627304536996,0.04466870036616091
41,3,24,880.4361572265625-290.7962341308594i,137.5951232910156-151.2973175048828i,3.948526936510158+2.228315162089181i,0.3271214212655085-0.01815267638318875i,99999+0i,0.06945627304536996,0.04466870036616091
41,3,24,802.9055786132812-444.0232238769531i,103.2748641967773-155.5482330322266i,4.359806340949755+2.26712424791341i,0.3766066207860674+0.1760148314825079i,99999+0i,0.06945627304536996,0.04466870036616091
43,3,24,-1-1i,-1-1i,1-0i,-0.5345201900083068+0.05632237666187587i,0.06035665867081226-0.0002323169056664615i,0.07627474098530587,0.04668700162486933
43,3,24,656.5957641601562+14.04612922668457i,494.4481201171875+104.0955429077148i,1.277304128433975-0.2405015463558275i,0.09537663176546676-0.2806192929005444i,0.07815369086844093-0.001625896670506245i,0.07627474098530587,0.04668700162486933
43,3,24,874.4190063476562+57.32781600952148i,282.620849609375+61.68228530883789i,2.995547358784893-0.4509376820830154i,0.101373267532153+0.0350144122897117i,0.07411704859796944-0.001041994775756006i,0.07627474098530587,0.04668700162486933
43,3,24,814.8170166015625+53.45104598999023i,341.2003784179688+63.48954772949219i,2.336344368500289-0.2780841033834045i,-0.001077466310715945-0.03736357174147781i,0.07367149840783871-0.0008166948778073868i,0.07627474098530587,0.04668700162486933
43,3,24,836.776611328125+54.19594573974609i,322.3845520019531+55.86917114257812i,2.548189387648935-0.2734910302463235i,0.1103000155626283-0.09303127621075828i,0.07244322957290547-0.001402168286671066i,0.07627474098530587,0.04668700162486933
43,3,24,833.3516845703125+60.29618072509766i,326.9088134765625+51.31162261962891i,2.516148232946981-0.2104913205830633i,0.2192397306430443-0.01349165221069031i,0.07257559351790473-0.001116441420560248i,0.07627474098530587,0.04668700162486933
43,3,24,830.4823608398438+61.82912445068359i,327.6267395019531+47.89296340942383i,2.50881912375187-0.1780247184118491i,0.251410802032574+0.09570562322580135i,0.07306188646249615-0.0009250100995525591i,0.07627474098530587,0.04668700162486933
43,3,24,829.5950317382812+62.42755126953125i,330.1315612792969+47.29240417480469i,2.488934919658919-0.1674488943182122i,0.2427038591511261+0.1717704577331379i,0.07161824785183805-0.001275091393569155i,0.07627474098530587,0.04668700162486933
43,3,24,827.1345825195312+65.09306335449219i,330.8034362792969+44.56405639648438i,2.481848364988778-0.1375686046742506i,0.2299968469661499+0.2064472324211598i,0.07290063051585197-0.0006579342445388278i,0.07627474098530587,0.04668700162486933
43,3,24,827.3385009765625+67.76726531982422i,332.6047058105469+42.74882888793945i,2.472791102081961-0.1140743282216473i,0.2269502266495271+0.2083465814601492i,0.07077381621440947-0.001280054982338608i,0.07627474098530587,0.04668700162486933
43,3,24,826.7323608398438+57.83083343505859i,333.0751953125+38.51585388183594i,2.469179269319938-0.1119018018593587i,0.2320196868354753+0.1867018058705527i,0.07088525656436163-0.001443197220690926i,0.07627474098530587,0.04668700162486933
43,3,24,828.1232299804688+59.87620544433594i,332.9548034667969+34.86887741088867i,2.478840673091256-0.07976513878243616i,0.2381669934299314+0.149474830240905i,0.07225130287908202-0.0009442381202855541i,0.07627474098530587,0.04668700162486933
43,3,24,825.29296875+60.00238037109375i,335.3121032714844+36.68042373657227i,2.451507006555518-0.08923010869760914i,0.238903889469219+0.1044018370403676i,0.06837662477976834-0.001681744810035439i,0.07627474098530587,0.04668700162486933
43,3,24,823.0698852539062+60.21772766113281i,334.0892639160156+37.51212310791016i,2.452936200608993-0.09517551297294724i,0.2311220374789842+0.0588767705896526i,0.06820724874620049-0.00161752979145076i,0.07627474098530587,0.04668700162486933
43,3,24,825.3839111328125+61.56731033325195i,333.9457702636719+34.69081878662109i,2.464170743009481-0.07161878514855743i,0.2154356421781066+0.01877476182533953i,0.0663040490711041-0.001739715289080833i,0.07627474098530587,0.04668700162486933
43,3,24,822.3998413085938+40.23361206054688i,339.1677856445312+28.82490539550781i,2.417379388695917-0.08682168935267291i,0.1949226788954092-0.01255814425816867i,0.06597576421432083-0.002044514224352681i,0.07627474098530587,0.04668700162486933
43,3,24,822.4891967773438+38.34645843505859i,339.0531311035156+27.35383605957031i,2.419219877308427-0.0820770638227602i,0.173382744852776-0.03439998392573195i,0.06576768474948734-0.001840930672135445i,0.07627474098530587,0.04668700162486933
43,3,24,819.9761962890625+40.95813751220703i,341.5520629882812+28.94853591918945i,2.393704022033743-0.08296272346191998i,0.154015153824734-0.047915753168913i,0.06387608646141872-0.001760874362774632i,0.07627474098530587,0.04668700162486933
43,3,24,818.0731811523438+39.00710296630859i,342.1205444335938+29.09384155273438i,2.383641969984349-0.08868861961241606i,0.1388603049454116-0.05511342239591121i,0.06258146177639314-0.001725021646583702i,0.07627474098530587,0.04668700162486933
43,3,24,818.7913818359375+38.6073112487793i,343.5538635253906+28.45240783691406i,2.376306572979976-0.08442441081453005i,0.1288548069515038-0.0579659270004359i,0.06260471569030222-0.002025176424546961i,0.07627474098530587,0.04668700162486933
43,3,24,815.6448364257812+40.77510833740234i,344.9306335449219+28.33970642089844i,2.358455353511784-0.07555960953674924i,0.1241581271841719-0.05789976345085504i,0.06055297343100636-0.001999416619296211i,0.07627474098530587,0.04668700162486933
43,3,24,816.6047973632812-0.09140777587890625i,348.3557739257812+10.72246360778809i,2.341942092177376-0.0723478653641248i,0.124467633190358-0.05562823110098097i,0.05852250401641628-0.001652074371926947i,0.07627474098530587,0.04668700162486933
43,3,24,815.320068359375-0.57122802734375i,348.2427673339844+11.51678848266602i,2.338628486030193-0.07898144691146557i,0.1291932933625247-0.05122435938985611i,0.05795691217801428-0.002011901155225955i,0.07627474098530587,0.04668700162486933
43,3,24,812.9089965820312+0.3219013214111328i,350.7144775390625+12.18320465087891i,2.315103668280192-0.07950478877548264i,0.1374989641735243-0.04433968361441244i,0.05733846562385786-0.001418329141982892i,0.07627474098530587,0.04668700162486933
43,3,24,809.1651000976562+1.220575332641602i,352.8960266113281+9.796324729919434i,2.291258127095423-0.06014613857874145i,0.1482930151017525-0.03450438513926883i,0.05641299149552761-0.001564910167470912i,0.07627474098530587,0.04668700162486933
43,3,24,810.53173828125+1.312520980834961i,354.064697265625+10.37157440185547i,2.287365162782106-0.06329650248174491i,0.1602652804932015-0.021449837232803i,0.05494142295479858-0.001753882310964808i,0.07627474098530587,0.04668700162486933
43,3,24,810.0028686523438+3.661769866943359i,355.0002746582031+7.333712577819824i,2.280936116252872-0.03680549270167137i,0.1720299509567255-0.00537999315686952i,0.0538800373621942-0.001247104005454771i,0.07627474098530587,0.04668700162486933
43,3,24,807.0433349609375+12.8675708770752i,355.8977966308594+12.02475738525391i,2.266261156968883-0.04041516930777551i,0.1823643414467681+0.01288660567317784i,0.05155604593438324-0.001666470169455067i,0.07627474098530587,0.04668700162486933
43,3,24,807.3912353515625+12.05481338500977i,356.9318237304688+12.05308151245117i,2.260594765215077-0.04256364542664094i,0.1904645911435882+0.0319517213331782i,0.05061569786854061-0.00136646287255498i,0.07627474098530587,0.04668700162486933
43,3,24,806.568115234375+15.28624725341797i,356.8385314941406+8.649587631225586i,2.260027250248357-0.01194393575917115i,0.1961085685130076+0.05003421135199711i,0.04981812053289642-0.001340369185743194i,0.07627474098530587,0.04668700162486933
43,3,24,806.473388671875+16.78958320617676i,358.580322265625+9.14808464050293i,2.248804062528106-0.01054900802653391i,0.1996425487438635+0.06525269963010139i,0.05005380912530993-0.001128843647202363i,0.07627474098530587,0.04668700162486933
43,3,24,806.7045288085938+19.575927734375i,357.1153259277344+5.013644218444824i,2.259271100227324+0.02309827007113665i,0.2017775623285617+0.07589711174822976i,0.04957451901061299-0.0009574002671118062i,0.07627474098530587,0.04668700162486933
43,3,24,807.0572509765625+36.6253776550293i,358.4001159667969+17.55093765258789i,2.251438313551383-0.008062150892346074i,0.2032566287299632+0.08062444261917336i,0.04855458476059239-0.0009666078322934986i,0.07627474098530587,0.04668700162486933
43,3,24,808.473876953125+39.82293319702148i,355.1442565917969+13.46744441986084i,2.277443320416697+0.02576866073451707i,0.2045025095511857+0.07857684580214705i,0.04728162622971126-0.0008735836336317014i,0.07627474098530587,0.04668700162486933
43,3,24,806.372802734375+43.44185256958008i,352.9477844238281+9.726108551025391i,2.28633574689061+0.06007886675318857i,0.2053675967304164+0.06946906731596257i,0.04624474480543445-0.000370311618212128i,0.07627474098530587,0.04668700162486933
43,3,24,808.0121459960938+49.38967514038086i,353.5510559082031+5.713296890258789i,2.287078773299783+0.1027373967355405i,0.2050911487312307+0.05368995640016154i,0.04656928638309078-0.0005070354083308616i,0.07627474098530587,0.04668700162486933
43,3,24,809.0892333984375+57.495849609375i,354.1694641113281-2.535743236541748i,2.283189860555465+0.1786868696171004i,0.2025280814310409+0.03240160808883216i,0.04463523309113967+4.319250977036037e-05i,0.07627474098530587,0.04668700162486933
43,3,24,812.9130249023438+70.75006103515625i,350.6918334960938-18.22591781616211i,2.301325837303942+0.3213471938898845i,0.1966365521891378+0.007533608517864562i,0.04604122660046471+0.0002534429385683836i,0.07627474098530587,0.04668700162486933
43,3,24,820.9959716796875+84.48262023925781i,340.0245361328125-32.42714691162109i,2.369276565369486+0.4744113508201286i,0.1870941029035533-0.01846911394111863i,0.04636067887849694+0.0004967144407568554i,0.07627474098530587,0.04668700162486933
43,3,24,838.4773559570312+102.1996612548828i,324.0738830566406-50.42943572998047i,2.478220247781406+0.7009972782206785i,0.1748010578890365-0.04320228437867607i,99999+0i,0.07627474098530587,0.04668700162486933
43,3,24,859.4273681640625+114.5120010375977i,303.8562927246094-65.06045532226562i,2.627260203450847+0.9394004763392545i,0.1620364866247976-0.06500384830535459i,99999+0i,0.07627474098530587,0.04668700162486933
43,3,24,881.2133178710938+119.0564193725586i,279.1467895507812-76.19328308105469i,2.829586144045562+1.198838353063608i,0.15225101275403-0.08340773920398992i,99999+0i,0.07627474098530587,0.04668700162486933
43,3,24,901.4501342773438+106.9699325561523i,255.9250335693359-85.43521881103516i,3.043604362346519+1.434017345270835i,0.1498391194617625-0.09885714579925711i,99999+0i,0.07627474098530587,0.04668700162486933
43,3,24,912.408935546875+66.66090393066406i,233.9329528808594-94.04302978515625i,3.259048318334574+1.595122351971976i,0.1604084976483433-0.1111773223028137i,99999+0i,0.07627474098530587,0.04668700162486933
43,3,24,915.69140625+2.482121467590332i,213.3300933837891-112.257209777832i,3.356757262372411+1.778006654507068i,0.1914941394482502-0.1159883032017055i,99999+0i,0.07627474098530587,0.04668700162486933
43,3,24,914.8114013671875-118.9777603149414i,177.0512237548828-134.0480804443359i,3.607695940186841+2.059443293081856i,0.2512383288091818-0.09736301002137475i,99999+0i,0.07627474098530587,0.04668700162486933
43,3,24,884.1901245117188-288.4259033203125i,138.7081909179688-149.4027557373047i,3.987763926860859+2.215853400930624i,0.3357764275639598-0.0162004496285746i,99999+0i,0.07627474098530587,0.04668700162486933
43,3,24,806.7503662109375-444.74169921875i,99.13324737548828-151.7679138183594i,4.487804707334685+2.384296541223678i,0.3848064203878456+0.1894301302979918i,99999+0i,0.07627474098530587,0.04668700162486933
45,3,24,-1-1i,-1-1i,1-0i,-0.4428363547324631-0.1049595987702006i,0.06622478556922413-0.0007051393360864999i,0.0679720560130687,0.0448434305733461
45,3,24,809.5048217773438+31.64140129089355i,348.1719970703125+87.20730590820312i,2.209181123006716-0.4624591697914871i,0.130629714432387-0.1997090199410187i,0.07014810624333224+0.0001019526058719672i,0.0679720560130687,0.0448434305733461
45,3,24,828.99609375+51.7890625i,329.8633117675781+67.73021697998047i,2.442415806982666-0.3444950863233261i,0.06049784769266486+0.03412300145444934i,0.0676208754751797-0.0008538194360401872i,0.0679720560130687,0.0448434305733461
45,3,24,824.448486328125+54.39206314086914i,335.41455078125+63.88411331176758i,2.40175809106863-0.2952827260049518i,0.005625687860791667-0.05902551245042376i,0.06766882933634409-0.00126651013936055i,0.0679720560130687,0.0448434305733461
45,3,24,827.2713623046875+57.22647857666016i,331.5167541503906+52.31869125366211i,2.461353385006479-0.2158210960499223i,0.125022560703145-0.0896766905657323i,0.06685449303188647-0.000693560566913035i,0.0679720560130687,0.0448434305733461
45,3,24,825.4772338867188+58.47343444824219i,333.7882080078125+52.07992553710938i,2.440966081088208-0.2056750228031857i,0.2198588645846963-0.004033949598105962i,0.06518858011842966-0.0005415017974714595i,0.0679720560130687,0.0448434305733461
45,3,24,824.06494140625+59.80728530883789i,333.8662719726562+51.2154426574707i,2.438349160229384-0.1949099137846171i,0.2437608028141333+0.09739510016167428i,0.06795995528828908-0.0002617274049766255i,0.0679720560130687,0.0448434305733461
45,3,24,823.6744384765625+64.73719787597656i,336.7854919433594+46.60321044921875i,2.425843190385144-0.1434589196926337i,0.234143242092628+0.1646222115676316i,0.06479297252390837-0.0004245543171124627i,0.0679720560130687,0.0448434305733461
45,3,24,820.7847900390625+66.21654510498047i,340.0404357910156+44.45928955078125i,2.398248827488979-0.1188326142365251i,0.2228598546522463+0.193465280462898i,0.0654714199188994-0.001214562686908864i,0.0679720560130687,0.0448434305733461
45,3,24,820.9334716796875+69.58590698242188i,338.177978515625+41.61421203613281i,2.416251830367684-0.09156275980803488i,0.2205652191783032+0.1924955602452373i,0.06599903911945841+3.520346497672515e-05i,0.0679720560130687,0.0448434305733461
45,3,24,820.5294189453125+59.77030563354492i,341.6866149902344+36.82612991333008i,2.392471609387339-0.08292734753018334i,0.2250470613950926+0.1703130019589413i,0.06603111755242337-0.001014783907979613i,0.0679720560130687,0.0448434305733461
45,3,24,819.6846923828125+59.25879669189453i,340.8225708007812+39.16526031494141i,2.393393615672905-0.1011643308160112i,0.2298127106776042+0.1343945308741964i,0.0631645612485161-0.0004461758530906191i,0.0679720560130687,0.0448434305733461
45,3,24,819.9415893554688+63.71346664428711i,341.2745971679688+32.7767333984375i,2.39839342676027-0.04365409969809933i,0.2292595275671353+0.09195752176706941i,0.06480345124578672-0.0005590937193909668i,0.0679720560130687,0.0448434305733461
45,3,24,819.1561279296875+60.10587692260742i,340.3591003417969+36.5865478515625i,2.398014785973391-0.08117663304849657i,0.220964660317053+0.04972035105091378i,0.06459828607017762-0.0003792629160705465i,0.0679720560130687,0.0448434305733461
45,3,24,816.8767700195312+61.91493225097656i,345.20751953125+34.25965881347656i,2.360882255854344-0.05494691529066493i,0.2057908001986513+0.01284487306392041i,0.06314932695996391-0.0009426887663199066i,0.0679720560130687,0.0448434305733461
45,3,24,819.2274780273438+43.23504257202148i,344.0216979980469+25.07370758056641i,2.377853383870652-0.04763233813439465i,0.1866615016468897-0.01586571527657904i,0.06527398259734096-0.001322778377465399i,0.0679720560130687,0.0448434305733461
45,3,24,818.4036254882812+43.53720855712891i,343.6296081542969+23.87730026245117i,2.378962148547307-0.03860547712403299i,0.1670112622755439-0.03593847646175802i,0.06468219660080034-0.001032315914249379i,0.0679720560130687,0.0448434305733461
45,3,24,816.7939453125+41.35650634765625i,345.73876953125+25.64994239807129i,2.358353776857772-0.05534563627030527i,0.1496663597768745-0.04850960937042764i,0.06341443351035114-0.001054422898982726i,0.0679720560130687,0.0448434305733461
45,3,24,819.59619140625+42.12140655517578i,344.1990051269531+26.85186767578125i,2.376254547809047-0.06300269844931065i,0.1364046873328212-0.05538510526916928i,0.06177973317686637-0.001630536052942024i,0.0679720560130687,0.0448434305733461
45,3,24,817.1267700195312+42.32363128662109i,344.9390258789062+26.00581550598145i,2.364711548987505-0.05558263792378853i,0.1280322225536031-0.05827921796523087i,0.0613144250318428-0.001308415091028164i,0.0679720560130687,0.0448434305733461
45,3,24,816.28564453125+42.57488250732422i,346.2712707519531+25.3907356262207i,2.353719178844669-0.04963674538682215i,0.1246717121003503-0.05838526992698829i,0.06073263441101579-0.00115373054815064i,0.0679720560130687,0.0448434305733461
45,3,24,815.6246337890625+0.9610958099365234i,349.2980651855469+10.79367256164551i,2.332896484841584-0.06933741518090575i,0.1260256052563908-0.05624954464367357i,0.05992530420394836-0.0008848775603947932i,0.0679720560130687,0.0448434305733461
45,3,24,814.840576171875+1.725650787353516i,350.336669921875+8.711769104003906i,2.324563705368665-0.05287888214926866i,0.1315134464108857-0.05185585955412204i,0.05767704995943446-0.001360314884992768i,0.0679720560130687,0.0448434305733461
45,3,24,813.426513671875+3.065990447998047i,350.7800598144531+8.451305389404297i,2.317772698388058-0.04710135022510286i,0.140300239085408-0.04484021891441019i,0.058024587319029-0.0010720521577628i,0.0679720560130687,0.0448434305733461
45,3,24,812.45703125+4.30462646484375i,352.0158996582031+6.365639686584473i,2.307478880941315-0.02949853312226612i,0.1512943762427889-0.03477721013434282i,0.05753180490082213-0.001388847639895615i,0.0679720560130687,0.0448434305733461
45,3,24,810.3895874023438+3.437141418457031i,354.6035766601562+7.374493598937988i,2.28455310257115-0.03781766935120323i,0.1632006907256116-0.0214803865759733i,0.05530543358318422-0.001264859012551947i,0.0679720560130687,0.0448434305733461
45,3,24,810.3109130859375+4.412586212158203i,353.9776611328125+5.419570922851562i,2.288812667405244-0.02257712066459204i,0.1746753249293348-0.005245019139479187i,0.05457478821900873-0.001371723881346925i,0.0679720560130687,0.0448434305733461
45,3,24,810.1298828125+14.1308765411377i,355.3202209472656+11.26062107086182i,2.278970846339758-0.03245452949537323i,0.1845634879015625+0.01303894127314159i,0.05300938084870747-0.001453055480000053i,0.0679720560130687,0.0448434305733461
45,3,24,807.5650634765625+14.30486679077148i,356.46728515625+9.801328659057617i,2.264858662956506-0.02214440892582602i,0.1921402893469637+0.031942598504819i,0.05168792670685671-0.001503185846887547i,0.0679720560130687,0.0448434305733461
