cycle,type,temperature,Voltage_measured,Current_measured,Temperature_measured,Current_load,Voltage_load,Time,Capacity
3,2,24,3.739740343003822,-2.01007864200962,28.7456471700585,1.9988,2.829,592.688,1.855004520791082
3,2,24,3.73761989698936,-2.01030478035501,28.78911905062427,1.9988,2.826,602.047,1.855004520791082
3,2,24,3.735312687573954,-2.008867671684331,28.82834310114166,1.9988,2.824,611.4690000000001,1.855004520791082
3,2,24,3.733076752437333,-2.009684357506413,28.87961119787873,1.9988,2.822,620.9059999999999,1.855004520791082
3,2,24,3.730963414519957,-2.009462246197193,28.93078260444949,1.999,2.819,630.2809999999999,1.855004520791082
3,2,24,3.728851850946004,-2.009050519816686,28.98415027557559,1.999,2.817,639.641,1.855004520791082
3,2,24,3.726625336356051,-2.009272567688036,29.02737920274014,1.999,2.815,649.016,1.855004520791082
3,2,24,3.72444617570193,-2.006641374249277,29.05704605696756,1.999,2.813,658.4059999999999,1.855004520791082
3,2,24,3.722348619490822,-2.010898560222235,29.09868868639533,1.9988,2.811,667.7809999999999,1.855004520791082
3,2,24,3.72016454236584,-2.008184208336384,29.14657733627432,1.9988,2.809,677.172,1.855004520791082
3,2,24,3.717991828104298,-2.007581083530597,29.16863197487485,1.9988,2.807,686.516,1.855004520791082
3,2,24,3.715942995026686,-2.009654614636683,29.20576858750419,1.999,2.805,695.922,1.855004520791082
3,2,24,3.714094092251494,-2.00742784049469,29.2470035982396,1.9988,2.804,705.313,1.855004520791082
3,2,24,3.711732780647753,-2.007585389115094,29.27951429844383,1.999,2.801,714.735,1.855004520791082
3,2,24,3.70980558240052,-2.010717787051535,29.3044684582867,1.9988,2.8,724.141,1.855004520791082
3,2,24,3.707414179673621,-2.009845043434564,29.33741542515638,1.9988,2.797,733.5,1.855004520791082
3,2,24,3.705499098552566,-2.007489421196641,29.37083013585139,1.9988,2.795,742.891,1.855004520791082
3,2,24,3.703487873836366,-2.009140357714983,29.39435707981051,1.999,2.793,752.2809999999999,1.855004520791082
3,2,24,3.701370266918481,-2.005761701437693,29.41708772522227,1.999,2.792,761.6559999999999,1.855004520791082
3,2,24,3.699359488924125,-2.01055003378682,29.45080284678519,1.999,2.789,771.0309999999999,1.855004520791082
3,2,24,3.697341128052335,-2.009158995038665,29.48168069395787,1.999,2.788,780.422,1.855004520791082
3,2,24,3.695216694969806,-2.009883887271239,29.49615620778492,1.9988,2.786,789.8440000000001,1.855004520791082
3,2,24,3.693207516471937,-2.011206403750375,29.52242391662976,1.999,2.784,799.25,1.855004520791082
3,2,24,3.691392620054178,-2.010110341976109,29.54834015941515,1.999,2.781,808.6559999999999,1.855004520791082
3,2,24,3.689321102675589,-2.007412803957024,29.56229770771332,1.999,2.78,818.0309999999999,1.855004520791082
3,2,24,3.686985379438056,-2.00838122280603,29.58174893514448,1.999,2.778,827.438,1.855004520791082
3,2,24,3.68511785487017,-2.01075585432893,29.60640394928519,1.9988,2.776,836.7809999999999,1.855004520791082
3,2,24,3.683276270393344,-2.008706217380041,29.62466336068213,1.9988,2.774,846.188,1.855004520791082
3,2,24,3.681183593306668,-2.008257943175307,29.65759824201724,1.999,2.772,855.641,1.855004520791082
3,2,24,3.679167491382143,-2.010756117205398,29.67546455581643,1.999,2.77,865.0309999999999,1.855004520791082
3,2,24,3.677153125726251,-2.008600579685946,29.69433179556117,1.9988,2.768,874.453,1.855004520791082
3,2,24,3.675191999539298,-2.007897884558452,29.70919092121829,1.999,2.766,883.828,1.855004520791082
3,2,24,3.6731165332397,-2.008403720535767,29.73286708998003,1.999,2.764,893.2190000000001,1.855004520791082
3,2,24,3.671041685951076,-2.008565838102557,29.75473831149524,1.9988,2.763,902.578,1.855004520791082
3,2,24,3.669295775871763,-2.009166871981948,29.78813918675155,1.9988,2.76,911.953,1.855004520791082
3,2,24,3.667368371807652,-2.009324455687418,29.80491721234098,1.999,2.759,921.328,1.855004520791082
3,2,24,3.665349340926126,-2.009306034731719,29.83438953135623,1.999,2.757,930.813,1.855004520791082
3,2,24,3.663449927420086,-2.008769859826233,29.86325159370718,1.999,2.754,940.188,1.855004520791082
3,2,24,3.661480635951381,-2.008750480635506,29.88055704400093,1.999,2.753,949.578,1.855004520791082
3,2,24,3.659572599391957,-2.007145116995595,29.89597710185524,1.999,2.751,958.953,1.855004520791082
3,2,24,3.657625860330716,-2.00999843929181,29.92463327310536,1.999,2.749,968.313,1.855004520791082
3,2,24,3.655757816825483,-2.010467994977276,29.94121005703241,1.9988,2.747,977.703,1.855004520791082
3,2,24,3.653999559037087,-2.008583628973762,29.96857210040885,1.9988,2.745,987.063,1.855004520791082
3,2,24,3.651979022099576,-2.010978394381491,30.00510008573974,1.999,2.743,996.391,1.855004520791082
3,2,24,3.650078239550724,-2.008534622332623,30.02406194555076,1.9988,2.741,1005.797,1.855004520791082
3,2,24,3.648215431459674,-2.010036938643583,30.03466240120112,1.999,2.74,1015.156,1.855004520791082
3,2,24,3.646509402462097,-2.00996242419967,30.06458474403374,1.999,2.738,1024.516,1.855004520791082
3,2,24,3.644613624068203,-2.011121901602611,30.09706735706485,1.999,2.736,1033.891,1.855004520791082
3,2,24,3.642608123886161,-2.008365350300588,30.13317071443808,1.999,2.735,1043.266,1.855004520791082
3,2,24,3.640871999370995,-2.009410537241892,30.15257186777807,1.999,2.733,1052.641,1.855004520791082
3,2,24,3.638993839642712,-2.009770672154067,30.1802677189541,1.9988,2.731,1062.031,1.855004520791082
3,2,24,3.637067955357571,-2.009142275066318,30.21434822537689,1.9988,2.729,1071.375,1.855004520791082
3,2,24,3.635442864953056,-2.01029415571111,30.24640272162069,1.999,2.727,1080.781,1.855004520791082
3,2,24,3.633526766268203,-2.007970041751604,30.26596285907405,1.999,2.725,1090.266,1.855004520791082
3,2,24,3.631700332659472,-2.0102047894623,30.29317483178621,1.999,2.723,1099.672,1.855004520791082
3,2,24,3.629928989643497,-2.011212508639487,30.31594492758596,1.999,2.722,1109.156,1.855004520791082
3,2,24,3.628131902042727,-2.008685314484042,30.3523824002605,1.9988,2.72,1118.516,1.855004520791082
3,2,24,3.626152176476618,-2.008723678930315,30.36939722687852,1.9988,2.719,1127.906,1.855004520791082
3,2,24,3.624365777164507,-2.009128889700209,30.40185757672463,1.999,2.717,1137.328,1.855004520791082
3,2,24,3.6227629403541,-2.010652514680031,30.42322908060349,1.9988,2.715,1146.735,1.855004520791082
3,2,24,3.620910621720311,-2.008350502389845,30.45293480328555,1.9988,2.713,1156.11,1.855004520791082
3,2,24,3.619174563968468,-2.006956598020106,30.4826828952271,1.999,2.711,1165.578,1.855004520791082
3,2,24,3.617432163897702,-2.006321332290223,30.51255919290144,1.999,2.709,1174.985,1.855004520791082
3,2,24,3.615426309552078,-2.008177399816601,30.53474820923425,1.999,2.708,1184.485,1.855004520791082
3,2,24,3.613984382323921,-2.007921215115231,30.55756308825336,1.999,2.706,1193.875,1.855004520791082
3,2,24,3.612060552765333,-2.009721628517628,30.58677923561427,1.999,2.705,1203.281,1.855004520791082
3,2,24,3.610323441911442,-2.009566739430266,30.62302870462738,1.999,2.703,1212.672,1.855004520791082
3,2,24,3.608603687939651,-2.009487276768152,30.64338455796524,1.999,2.701,1222.078,1.855004520791082
3,2,24,3.60693048317568,-2.010439994759148,30.68672658821383,1.999,2.699,1231.516,1.855004520791082
3,2,24,3.605104156032749,-2.007674424455101,30.7059704432798,1.999,2.697,1240.906,1.855004520791082
3,2,24,3.603440626332888,-2.007061219780398,30.73360350198596,1.999,2.696,1250.297,1.855004520791082
3,2,24,3.601901079738555,-2.009724957954529,30.758457130165,1.999,2.694,1259.672,1.855004520791082
3,2,24,3.599944474659688,-2.006223185190593,30.77598941160743,1.999,2.693,1269.063,1.855004520791082
3,2,24,3.597980725024608,-2.009543512461215,30.81205897677022,1.999,2.691,1278.406,1.855004520791082
3,2,24,3.596586673459473,-2.010628039979024,30.84241198440269,1.9988,2.689,1287.781,1.855004520791082
3,2,24,3.59479278219206,-2.008253249417892,30.86616787814075,1.999,2.687,1297.188,1.855004520791082
3,2,24,3.59329506108492,-2.007065783164929,30.90395706557211,1.999,2.686,1306.641,1.855004520791082
3,2,24,3.591387597900257,-2.010264491155813,30.93757497974626,1.999,2.684,1316.047,1.855004520791082
3,2,24,3.589632546340818,-2.010241347513316,30.96362231099383,1.999,2.683,1325.438,1.855004520791082
3,2,24,3.588072348972812,-2.009974535543027,30.98571432978265,1.999,2.681,1334.797,1.855004520791082
3,2,24,3.586345776000338,-2.008904894813305,31.01251835575338,1.9988,2.679,1344.235,1.855004520791082
3,2,24,3.584817344912759,-2.008842277723063,31.03758015705978,1.999,2.677,1353.641,1.855004520791082
3,2,24,3.583195786633633,-2.007230171146479,31.06777405032366,1.999,2.676,1363.016,1.855004520791082
3,2,24,3.581482553559701,-2.008707094857277,31.08681637170998,1.999,2.674,1372.438,1.855004520791082
3,2,24,3.579865434244814,-2.009601826548012,31.12282179919342,1.999,2.673,1381.86,1.855004520791082
3,2,24,3.578123906450049,-2.009200715897732,31.13802718780658,1.999,2.671,1391.25,1.855004520791082
3,2,24,3.57659138452716,-2.008948841144074,31.18532153333445,1.999,2.669,1400.703,1.855004520791082
3,2,24,3.574987977542713,-2.006657136736618,31.20826706719767,1.9988,2.668,1410.094,1.855004520791082
3,2,24,3.573220330301249,-2.007839533265785,31.23233869963444,1.999,2.666,1419.469,1.855004520791082
3,2,24,3.571814895352626,-2.007236365166337,31.26957011752668,1.999,2.665,1428.828,1.855004520791082
3,2,24,3.570197341254782,-2.010080360371269,31.28496802336107,1.9988,2.663,1438.219,1.855004520791082
3,2,24,3.568499836696062,-2.010369317164131,31.3145992651597,1.999,2.662,1447.578,1.855004520791082
3,2,24,3.567043219903516,-2.008730445894444,31.32694612425271,1.999,2.66,1456.938,1.855004520791082
3,2,24,3.565272241039781,-2.007228222542031,31.35703796923637,1.9988,2.658,1466.281,1.855004520791082
3,2,24,3.56377073756865,-2.006197323486947,31.37971995780408,1.999,2.657,1475.641,1.855004520791082
3,2,24,3.562156890039454,-2.008969002448484,31.4102628154454,1.999,2.656,1485.063,1.855004520791082
3,2,24,3.560729839396432,-2.007489797117382,31.43230163283927,1.999,2.654,1494.422,1.855004520791082
3,2,24,3.558969772539788,-2.008160035473816,31.46050330356886,1.999,2.652,1503.797,1.855004520791082
3,2,24,3.557468348546722,-2.010564161666169,31.48770995637526,1.999,2.651,1513.188,1.855004520791082
3,2,24,3.555970318241049,-2.00641937509898,31.50617554955387,1.999,2.649,1522.641,1.855004520791082
3,2,24,3.554518339185768,-2.009067482005447,31.53503732631387,1.999,2.648,1532.031,1.855004520791082
3,2,24,3.553122843358751,-2.008942576231868,31.56132091231937,1.999,2.646,1541.344,1.855004520791082
3,2,24,3.551418699883103,-2.007742622951351,31.58411383694332,1.999,2.644,1550.781,1.855004520791082
3,2,24,3.550160306459917,-2.008247234859823,31.6087686793039,1.999,2.643,1560.188,1.855004520791082
3,2,24,3.548440355617909,-2.008266070797591,31.6219089189574,1.999,2.642,1569.563,1.855004520791082
3,2,24,3.547044114969155,-2.011245584982172,31.6530276534468,1.999,2.64,1579.016,1.855004520791082
3,2,24,3.545724294524769,-2.009047077377014,31.67160955563827,1.999,2.639,1588.422,1.855004520791082
3,2,24,3.544204515810665,-2.011064589321253,31.70017136621984,1.999,2.638,1597.828,1.855004520791082
3,2,24,3.542703601034497,-2.010952524762929,31.72491464740142,1.999,2.636,1607.235,1.855004520791082
3,2,24,3.541266306321831,-2.010591827757976,31.74869070799379,1.999,2.634,1616.61,1.855004520791082
3,2,24,3.539847608329904,-2.008942558896142,31.77933024075528,1.999,2.633,1626.016,1.855004520791082
3,2,24,3.538386651387241,-2.007970595522755,31.80013523017543,1.999,2.632,1635.438,1.855004520791082
3,2,24,3.537132783194416,-2.008224042041978,31.82082493690047,1.999,2.63,1644.844,1.855004520791082
3,2,24,3.535525294757213,-2.008270987069178,31.85094124148638,1.999,2.629,1654.235,1.855004520791082
3,2,24,3.534341330602826,-2.010771172573124,31.87223362437826,1.999,2.628,1663.641,1.855004520791082
3,2,24,3.532906011797857,-2.009520670627093,31.89308543538077,1.999,2.626,1673.078,1.855004520791082
3,2,24,3.53171661114778,-2.008909769764049,31.91216870533299,1.999,2.625,1682.485,1.855004520791082
3,2,24,3.530267589602392,-2.009533131539008,31.94611599673214,1.999,2.623,1691.844,1.855004520791082
3,2,24,3.529115720930741,-2.009785636060522,31.96974032943898,1.999,2.622,1701.25,1.855004520791082
3,2,24,3.527613618391096,-2.008056510971479,31.99661186702463,1.999,2.621,1710.656,1.855004520791082
3,2,24,3.526251918715905,-2.011033414274429,32.02239761550307,1.999,2.62,1720.016,1.855004520791082
3,2,24,3.524796549927499,-2.01002342737279,32.03343847237894,1.999,2.618,1729.422,1.855004520791082
3,2,24,3.523634092566282,-2.010879419704454,32.05136922020076,1.999,2.617,1738.875,1.855004520791082
3,2,24,3.522232905881731,-2.009592026764883,32.07492865142756,1.9988,2.616,1748.297,1.855004520791082
3,2,24,3.520883984555839,-2.008796640719715,32.09590964139213,1.999,2.614,1757.656,1.855004520791082
3,2,24,3.519652256260375,-2.008381736692471,32.12341603618765,1.9988,2.613,1767.016,1.855004520791082
3,2,24,3.518442831521779,-2.010278042503321,32.14619758162807,1.999,2.612,1776.36,1.855004520791082
3,2,24,3.517145674426767,-2.010141508653741,32.15308223164457,1.999,2.611,1785.781,1.855004520791082
3,2,24,3.515976875831589,-2.008593934948804,32.17969897589543,1.999,2.61,1795.203,1.855004520791082
3,2,24,3.514601912699578,-2.007469180019762,32.20239527981519,1.999,2.608,1804.625,1.855004520791082
3,2,24,3.513551057371565,-2.007992801915779,32.23357082976805,1.999,2.607,1814.016,1.855004520791082
3,2,24,3.512325786535883,-2.007310291030786,32.2555650627942,1.999,2.606,1823.375,1.855004520791082
3,2,24,3.5111281363773,-2.009906976780595,32.26309703646828,1.999,2.604,1832.75,1.855004520791082
3,2,24,3.509827037615774,-2.006888041865926,32.30305747372754,1.999,2.604,1842.156,1.855004520791082
3,2,24,3.508797443355387,-2.008532000055498,32.32302041130261,1.999,2.602,1851.531,1.855004520791082
3,2,24,3.507486014997464,-2.008994630728877,32.33805824040431,1.999,2.601,1860.922,1.855004520791082
3,2,24,3.506432521775561,-2.012995081928318,32.3697388114669,1.999,2.6,1870.375,1.855004520791082
3,2,24,3.505228743307237,-2.006357092653634,32.39063011654791,1.9988,2.599,1879.766,1.855004520791082
3,2,24,3.504071027965618,-2.007363029920706,32.41806411216685,1.999,2.598,1889.172,1.855004520791082
3,2,24,3.503016783605266,-2.007744143893912,32.43231048159168,1.999,2.596,1898.594,1.855004520791082
3,2,24,3.501889991873502,-2.007926936122908,32.44086284963486,1.999,2.596,1908.047,1.855004520791082
3,2,24,3.500847415585057,-2.011101469168922,32.45430036406442,1.999,2.594,1917.438,1.855004520791082
3,2,24,3.499789876043809,-2.009376385394748,32.47893853541579,1.999,2.593,1926.797,1.855004520791082
3,2,24,3.49876647561618,-2.009514755859942,32.49849673016981,1.999,2.592,1936.141,1.855004520791082
3,2,24,3.497603985268207,-2.008403193971406,32.51363854089263,1.999,2.591,1945.547,1.855004520791082
3,2,24,3.496410051531375,-2.008889750697651,32.54044478710851,1.999,2.59,1954.922,1.855004520791082
3,2,24,3.495314841092467,-2.01020479277941,32.57113079808891,1.999,2.589,1964.328,1.855004520791082
3,2,24,3.494204849396718,-2.009257461611039,32.59316061723604,1.999,2.588,1973.875,1.855004520791082
3,2,24,3.493026998534797,-2.009255340749077,32.61489468294317,1.999,2.587,1983.235,1.855004520791082
3,2,24,3.492034254379215,-2.00999930624122,32.63865804486028,1.999,2.586,1992.735,1.855004520791082
3,2,24,3.490872153966329,-2.008154037440098,32.65056284475645,1.999,2.585,2002.125,1.855004520791082
3,2,24,3.490004544645976,-2.007630410205431,32.67462739504067,1.999,2.584,2011.531,1.855004520791082
3,2,24,3.489110027003413,-2.007405593938393,32.70186689302611,1.999,2.583,2020.922,1.855004520791082
3,2,24,3.487886538198476,-2.008607720534193,32.72152610196608,1.999,2.582,2030.406,1.855004520791082
3,2,24,3.486994578099966,-2.008513438336291,32.73669691704615,1.999,2.581,2039.813,1.855004520791082
3,2,24,3.485701217976028,-2.00830567687462,32.74783766819674,1.999,2.58,2049.188,1.855004520791082
3,2,24,3.48472434810109,-2.008044275550334,32.77683558387594,1.999,2.579,2058.578,1.855004520791082
3,2,24,3.483891861502291,-2.008116417243742,32.81453467325984,1.999,2.578,2068.031,1.855004520791082
3,2,24,3.482701357954996,-2.008587105789799,32.83023640564105,1.999,2.576,2077.391,1.855004520791082
3,2,24,3.481639357000137,-2.010140493324177,32.85516732698512,1.999,2.576,2086.75,1.855004520791082
3,2,24,3.480683702754647,-2.007849375105224,32.86724463221917,1.999,2.574,2096.141,1.855004520791082
3,2,24,3.479721949480851,-2.01004186337286,32.88768344989713,1.999,2.574,2105.531,1.855004520791082
3,2,24,3.478818519577086,-2.010083090612933,32.91944473741408,1.999,2.572,2114.953,1.855004520791082
3,2,24,3.477728216883034,-2.007386460789677,32.93581469741171,1.999,2.572,2124.391,1.855004520791082
3,2,24,3.47687123961471,-2.006653171283147,32.95804311569549,1.999,2.57,2133.813,1.855004520791082
3,2,24,3.475683429992289,-2.007743447247657,32.96802959242856,1.999,2.57,2143.219,1.855004520791082
3,2,24,3.474715456349323,-2.010865106776913,32.99646813172011,1.999,2.568,2152.61,1.855004520791082
3,2,24,3.473614703548765,-2.0070009576463,33.02464047270098,1.999,2.568,2162.063,1.855004520791082
3,2,24,3.472685946187577,-2.008530370789687,33.05844816261173,1.999,2.567,2171.453,1.855004520791082
3,2,24,3.471603216042668,-2.009203341212255,33.06970720419243,1.999,2.566,2180.86,1.855004520791082
3,2,24,3.470508638700402,-2.007904216076714,33.08584377287541,1.999,2.564,2190.281,1.855004520791082
3,2,24,3.469466406924587,-2.00847306927724,33.11476333123036,1.999,2.564,2199.735,1.855004520791082
3,2,24,3.468454621280787,-2.009239467313113,33.14077154503255,1.999,2.562,2209.11,1.855004520791082
3,2,24,3.467630871365474,-2.011618752775388,33.14908477220609,1.999,2.562,2218.5,1.855004520791082
3,2,24,3.466430476288968,-2.009083993324543,33.17933080812934,1.999,2.56,2227.891,1.855004520791082
3,2,24,3.465492317048511,-2.008263313373523,33.21923506759649,1.999,2.56,2237.266,1.855004520791082
3,2,24,3.464532713831049,-2.007239929087197,33.23501218020892,1.999,2.558,2246.672,1.855004520791082
3,2,24,3.463512825281712,-2.008747237044212,33.24128632066482,1.999,2.558,2256.094,1.855004520791082
3,2,24,3.462366894211962,-2.009303125216669,33.28825408717642,1.999,2.557,2265.469,1.855004520791082
3,2,24,3.461340380594037,-2.010713897547344,33.30190569970026,1.999,2.556,2274.844,1.855004520791082
3,2,24,3.460206017746817,-2.009692801447539,33.3270094626085,1.999,2.554,2284.266,1.855004520791082
3,2,24,3.459487690114468,-2.008134209648239,33.34986170462415,1.999,2.554,2293.641,1.855004520791082
3,2,24,3.458370985016328,-2.009715866438945,33.37524300865547,1.999,2.552,2303.031,1.855004520791082
3,2,24,3.457349294145781,-2.008180589441868,33.39626541648866,1.999,2.552,2312.391,1.855004520791082
3,2,24,3.456339185717045,-2.010491496810855,33.41616662910334,1.999,2.55,2321.781,1.855004520791082
3,2,24,3.455167037906899,-2.00916406958524,33.44314149796908,1.999,2.55,2331.125,1.855004520791082
3,2,24,3.454093275763254,-2.010502908051419,33.48133711949181,1.999,2.548,2340.5,1.855004520791082
3,2,24,3.453062830650519,-2.008530593461457,33.50113936337491,1.999,2.547,2349.891,1.855004520791082
3,2,24,3.452043048246977,-2.008104247749194,33.53212657414922,1.999,2.546,2359.297,1.855004520791082
3,2,24,3.450947454464824,-2.006315148201514,33.54856594507044,1.999,2.546,2368.703,1.855004520791082
3,2,24,3.449852632650364,-2.008814496166281,33.57226535308877,1.999,2.544,2378.11,1.855004520791082
3,2,24,3.44872328489826,-2.011090282619759,33.59646834839727,1.999,2.543,2387.5,1.855004520791082
3,2,24,3.44796792845758,-2.00983364916946,33.62189048277852,1.999,2.542,2396.86,1.855004520791082
3,2,24,3.446832985294307,-2.008734144958433,33.66398073369727,1.999,2.541,2406.25,1.855004520791082
3,2,24,3.445559545476641,-2.008682581509924,33.67725939953028,1.999,2.54,2415.656,1.855004520791082
3,2,24,3.44456321578316,-2.007217799898413,33.70729504347884,1.999,2.539,2425.063,1.855004520791082
3,2,24,3.443482771791652,-2.009402539525118,33.74635559833077,1.999,2.538,2434.485,1.855004520791082
3,2,24,3.442459512302666,-2.008347617571931,33.77952364294124,1.999,2.536,2443.86,1.855004520791082
3,2,24,3.44114656677708,-2.007600823713807,33.80336216167998,1.999,2.536,2453.203,1.855004520791082
3,2,24,3.440127620912455,-2.010951423118802,33.81832283101373,1.999,2.534,2462.563,1.855004520791082
3,2,24,3.438913885479595,-2.009469356751761,33.83217745730922,1.999,2.533,2472.016,1.855004520791082
3,2,24,3.437849358116252,-2.010441858897389,33.871367608494,1.999,2.532,2481.453,1.855004520791082
3,2,24,3.436654145507068,-2.007271554190401,33.90215693015075,1.999,2.531,2490.891,1.855004520791082
