cycle,type,temperature,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct
2,3,24,889.4910278320312+109.6500091552734i,267.7767944335938-88.11608123779297i,2.875631287468714+1.355753660654998i,0.2120094634396506-0.04228723690192403i,99999+0i,0.09555369570022001,0.06515815158455215
2,3,24,900.4780883789062+72.38292694091797i,245.3245086669922-101.3012161254883i,3.03177911632501+1.546954442141155i,0.2276158109735089-0.04917749180047051i,99999+0i,0.09555369570022001,0.06515815158455215
2,3,24,906.1560668945312+11.23608207702637i,223.2974243164062-121.6972427368164i,3.107605211301923+1.743965784644387i,0.247145021832938-0.05564721122663997i,99999+0i,0.09555369570022001,0.06515815158455215
2,3,24,908.7554321289062-106.9074401855469i,182.2503051757812-145.5375213623047i,3.33073853563723+2.073192635988069i,0.2713536203750296-0.06083272808930062i,99999+0i,0.09555369570022001,0.06515815158455215
2,3,24,880.6672973632812-278.6114501953125i,139.5583190917969-157.8270416259766i,3.759682028323287+2.25545882064013i,0.3011008130993382-0.06332568291096827i,99999+0i,0.09555369570022001,0.06515815158455215
2,3,24,807.7039184570312-436.9820556640625i,94.80872344970703-161.9219970703125i,4.184752945134905+2.537967917959523i,0.3372646338885901-0.06092227097309573i,99999+0i,0.09555369570022001,0.06515815158455215
4,3,24,835.9423217773438+23.70555114746094i,322.0389404296875+96.22019195556641i,2.403232449799729-0.6444373969471157i,0.1676537412678384-0.1245707287829899i,0.09698395212768127-0.003447740897467678i,0.102295112756276,0.06319812376707153
4,3,24,827.39697265625+36.53870391845703i,332.0020141601562+81.992919921875i,2.374499416627613-0.4763628829291898i,0.187470574920835-0.1001644883242947i,0.09751380363141367-0.002828057488298455i,0.102295112756276,0.06319812376707153
4,3,24,827.6669311523438+44.54975128173828i,329.4959716796875+73.90431213378906i,2.420474325610523-0.4076946316071933i,0.200348060484961-0.07779793016995061i,0.09730098931215916-0.002412627112839414i,0.102295112756276,0.06319812376707153
4,3,24,827.1898803710938+50.21664428710938i,332.2457275390625+67.91249084472656i,2.419497933604492-0.3434129546909703i,0.2081429650437878-0.05852113581155551i,0.09701703907965278-0.002097338329444607i,0.102295112756276,0.06319812376707153
4,3,24,826.7703247070312+50.60543441772461i,332.0939331054688+59.92453002929688i,2.437692528452546-0.2874853623881226i,0.2123878711706683-0.04264408374391507i,0.09609741119472413-0.001649807855807026i,0.102295112756276,0.06319812376707153
4,3,24,826.241943359375+56.81656646728516i,333.4402770996094+55.68161010742188i,2.43838822559775-0.2367944769233443i,0.2142446981389138-0.03004251682189615i,0.09798867481381861-0.001796598367852031i,0.102295112756276,0.06319812376707153
4,3,24,824.6558837890625+58.37100982666016i,334.3111267089844+50.12286376953125i,2.438104211192374-0.1909411632069983i,0.2145446530381965-0.02036693504783599i,0.09638342249201755-0.001820379493220119i,0.102295112756276,0.06319812376707153
4,3,24,821.946044921875+63.13446807861328i,335.9522399902344+48.52116394042969i,2.423210451078348-0.1620543547556175i,0.213857391858843-0.01317394962245355i,0.0934401196696998-0.002449068275740101i,0.102295112756276,0.06319812376707153
4,3,24,823.4146728515625+64.45174407958984i,334.3735046386719+46.6671142578125i,2.441896626517234-0.1480515773800679i,0.2125607361483992-0.008003314510817986i,0.09334034778930513-0.002075633790979728i,0.102295112756276,0.06319812376707153
4,3,24,820.8099365234375+66.15226745605469i,337.146728515625+44.43587493896484i,2.418427541040143-0.1225361921453102i,0.2108991579704995-0.004419966506029897i,0.09339333437559995-0.002319814671117957i,0.102295112756276,0.06319812376707153
4,3,24,820.4921875+55.26880645751953i,340.9993896484375+41.67531204223633i,2.390246210774599-0.1300455413718013i,0.2090280881730357-0.002034789560851091i,0.09227096201208533-0.002410260890229764i,0.102295112756276,0.06319812376707153
4,3,24,817.669677734375+56.78515625i,342.1013488769531+39.10958099365234i,2.378035303085442-0.1058715733237634i,0.2070451643914143-0.0005130065246492913i,0.09168088167977362-0.00288712337273435i,0.102295112756276,0.06319812376707153
4,3,24,817.498779296875+57.73610687255859i,341.8819885253906+39.48036956787109i,2.37894974927865-0.1058426873215328i,0.2050110163355993+0.0004243453187480552i,0.09014713160114139-0.003048377325260985i,0.102295112756276,0.06319812376707153
4,3,24,816.9060668945312+56.89773559570312i,344.5254516601562+40.15902328491211i,2.358312940131322-0.1097446023158724i,0.2029623977184082+0.001002634375929294i,0.08912947991102198-0.003533926948560025i,0.102295112756276,0.06319812376707153
4,3,24,815.8050537109375+56.87813568115234i,344.6693725585938+39.82340240478516i,2.354554878943955-0.1070250323472301i,0.2009201350403169+0.001397693487459953i,0.08898260990420254-0.003139577173808918i,0.102295112756276,0.06319812376707153
4,3,24,815.1234741210938+37.34378814697266i,348.2089538574219+31.81376266479492i,2.33124185751024-0.1057462383266884i,0.1988938416040685+0.001740663546494312i,0.08584900146621924-0.003853467293118968i,0.102295112756276,0.06319812376707153
4,3,24,812.9090576171875+34.98084259033203i,349.8694763183594+32.92495727539062i,2.312394185787347-0.1176285442606885i,0.1968848162307089+0.002123038361007321i,0.08625394736673926-0.00328721815739685i,0.102295112756276,0.06319812376707153
4,3,24,813.5015258789062+36.58479690551758i,350.5977783203125+31.76084899902344i,2.310816144685583-0.1049883598997528i,0.1948880847245432+0.002601607969219671i,0.08388323880650457-0.002869382178434433i,0.102295112756276,0.06319812376707153
4,3,24,809.05029296875+33.99560546875i,353.6144104003906+33.51150131225586i,2.276609344966733-0.1196133142161955i,0.1928941717714807+0.003203170961908882i,0.08259621791535829-0.002244539704539171i,0.102295112756276,0.06319812376707153
4,3,24,808.7088623046875+36.80413055419922i,355.3572387695312+31.6150016784668i,2.26703347326819-0.09812136268575895i,0.1908909111284066+0.003928994113568743i,0.08154926617690426-0.00267210236485256i,0.102295112756276,0.06319812376707153
4,3,24,806.060546875+38.14554595947266i,357.2667846679688+29.99966049194336i,2.249292508569005-0.0821024145077737i,0.1888654023230665+0.004759059410558542i,0.07998178204254333-0.003285179564891466i,0.102295112756276,0.06319812376707153
4,3,24,804.4605102539062-2.33173942565918i,360.2382202148438+11.42066669464111i,2.230687571912747-0.07719247188088099i,0.1868060898756161+0.00565616369581281i,0.07818201863139153-0.0028222593588778i,0.102295112756276,0.06319812376707153
4,3,24,803.12451171875-2.112649917602539i,361.6056823730469+12.09005928039551i,2.218320171490674-0.08001055764376573i,0.184704864506298+0.006569930727405189i,0.07933777954027682-0.003644057118704771i,0.102295112756276,0.06319812376707153
4,3,24,800.9866943359375-2.915782928466797i,362.9786682128906+13.2788667678833i,2.203461787949032-0.08864228467523276i,0.1825590550665962+0.007440765940527655i,0.07359557422795365-0.002777964694109758i,0.102295112756276,0.06319812376707153
4,3,24,799.0877075195312-0.9935493469238281i,365.8544921875+12.10464859008789i,2.181689984258828-0.07489901183131505i,0.1803731865896939+0.00820373862728784i,0.07536958765897039-0.002464498237600967i,0.102295112756276,0.06319812376707153
4,3,24,801.2094116210938-2.724618911743164i,364.4303894042969+13.85267734527588i,2.195069396045237-0.09091504981186065i,0.1781604157129364+0.008792323873981827i,0.07312851425319056-0.00252146410291739i,0.102295112756276,0.06319812376707153
4,3,24,793.4365844726562-2.515396118164062i,372.1400756835938+10.27483177185059i,2.130280633573752-0.06557657411698513i,0.1759436107139854+0.00914188686677303i,0.07302966481665386-0.001783814040542521i,0.102295112756276,0.06319812376707153
4,3,24,794.9049072265625+10.574462890625i,369.5111083984375+14.15860366821289i,2.149175242905062-0.05373277591913093i,0.1737561089962818+0.009192753461594502i,0.0712962602730922-0.003132688769411258i,0.102295112756276,0.06319812376707153
4,3,24,793.075927734375+11.72589492797852i,371.3009643554688+13.58809661865234i,2.134235660243196-0.04652372896570656i,0.1716422483192344+0.008892689562216073i,0.07006056224400295-0.001972602092240244i,0.102295112756276,0.06319812376707153
4,3,24,794.1404418945312+12.56588172912598i,371.4732360839844+10.82132911682129i,2.136985301041087-0.02842503444544733i,0.1696578175681131+0.008198611942353632i,0.06905016819203257-0.002113021521163498i,0.102295112756276,0.06319812376707153
4,3,24,792.049072265625+12.33881568908691i,372.6244506835938+13.76237297058105i,2.123921848210165-0.04533086574259774i,0.1678705983228921+0.007077377102052552i,0.06771193711183369-0.001790777394787414i,0.102295112756276,0.06319812376707153
4,3,24,792.7330322265625+18.74483108520508i,372.9927062988281+7.220037937164307i,2.125507564704155+0.009111668338062732i,0.1663611638420348+0.005505544673468484i,0.06611214991200605-0.001632794581513217i,0.102295112756276,0.06319812376707153
4,3,24,791.8790283203125+35.25289154052734i,371.7286987304688+19.47991943359375i,2.129382792909395-0.01675230814810933i,0.1652240675578223+0.00346809126257545i,0.06548382902429285-0.001667929282087365i,0.102295112756276,0.06319812376707153
4,3,24,792.2035522460938+37.99601745605469i,371.098388671875+15.21201419830322i,2.135362369177284+0.01485550718055505i,0.164569497260924+0.0009561656274313346i,0.06365467291872168-0.0009723567405263728i,0.102295112756276,0.06319812376707153
4,3,24,792.3556518554688+41.61719512939453i,371.9769287109375+12.22091484069824i,2.131495459186024+0.04185305441737566i,0.1645254116340238-0.002035864008625333i,0.06389453861353273-0.0006695228600651753i,0.102295112756276,0.06319812376707153
4,3,24,791.2853393554688+46.36945343017578i,371.1235961914062+7.709141731262207i,2.133808927480746+0.08061901287829493i,0.1652401392966001-0.005513603802248524i,0.063939586687682-0.000520096853033231i,0.102295112756276,0.06319812376707153
4,3,24,791.7324829101562+56.90815734863281i,372.6216125488281-3.440059185028076i,2.123171733211995+0.1723249312664236i,0.1668854393419015-0.009485320135918573i,0.06345101155586789-0.0009248745623118064i,0.102295112756276,0.06319812376707153
4,3,24,796.2951049804688+70.35749816894531i,367.7833862304688-18.52443504333496i,2.150029964359206+0.2995937084441716i,0.1696601272887882-0.01396301202773179i,0.06484162504255481-0.0002780049936218642i,0.102295112756276,0.06319812376707153
4,3,24,807.5587768554688+87.92936706542969i,359.0285339355469-34.66096878051758i,2.205092974574039+0.4577909839466552i,0.1737945780181807-0.01896033103763129i,0.06379596592955676+0.0001920776820490908i,0.102295112756276,0.06319812376707153
4,3,24,824.020263671875+102.3311538696289i,340.8663940429688-51.03282928466797i,2.320470659521824+0.6476183653037374i,0.1795567103391544-0.02448529400656641i,99999+0i,0.102295112756276,0.06319812376707153
4,3,24,846.039794921875+117.5661468505859i,316.941650390625-66.78633880615234i,2.481054430593955+0.8937502795849585i,0.1872603577458189-0.03052511751295863i,99999+0i,0.102295112756276,0.06319812376707153
4,3,24,869.3875122070312+122.5087585449219i,292.1176147460938-80.91602325439453i,2.656184256087439+1.155139603175751i,0.1972770605814403-0.03701973058106392i,99999+0i,0.102295112756276,0.06319812376707153
4,3,24,887.0277099609375+112.5199432373047i,267.9302062988281-92.80899047851562i,2.826099012597409+1.398899156486931i,0.2100519548170262-0.04381947862908651i,99999+0i,0.102295112756276,0.06319812376707153
4,3,24,901.0438232421875+75.80992126464844i,244.6739807128906-102.4321060180664i,3.023075367031725+1.575442949176404i,0.2261230476538855-0.05062103461997444i,99999+0i,0.102295112756276,0.06319812376707153
4,3,24,905.60498046875+14.59804153442383i,224.9656372070312-124.491569519043i,3.054299311252902+1.755079404459772i,0.2461399080503557-0.05687338688672187i,99999+0i,0.102295112756276,0.06319812376707153
4,3,24,911.4339599609375-110.6930313110352i,181.5117340087891-144.9593505859375i,3.363285403803313+2.076155785284979i,0.2708713238819885-0.06164296252171994i,99999+0i,0.102295112756276,0.06319812376707153
4,3,24,879.2676391601562-274.3440551757812i,139.7775115966797-159.7373352050781i,3.700574549225405+2.266286317639259i,0.3011797228690636-0.06342412316822119i,99999+0i,0.102295112756276,0.06319812376707153
4,3,24,806.8307495117188-437.7820129394531i,95.54750061035156-159.9381866455078i,4.238278212250604+2.512682354781167i,0.3379200863752492-0.05988079448836556i,99999+0i,0.102295112756276,0.06319812376707153
6,3,24,826.402587890625+26.20710754394531i,331.5407104492188+93.85986328125i,2.328378835641-0.5801224572863862i,0.1629655228519708-0.1277580043791408i,0.09294069277949564-0.001497452037145496i,0.09161902925465781,0.06269644718508349
6,3,24,820.5443725585938+36.74462890625i,338.7017211914062+80.36819458007812i,2.317855687138779-0.441501293351131i,0.1815231950055433-0.1018000238112105i,0.09200136751790824-0.0008766655715665491i,0.09161902925465781,0.06269644718508349
6,3,24,820.7473754882812+45.96321868896484i,338.837158203125+71.86448669433594i,2.34550981500607-0.3618128568103501i,0.1930551843778996-0.07864500444638485i,0.09033844413371908-0.0004874880367293295i,0.09161902925465781,0.06269644718508349
6,3,24,821.5494384765625+53.51283645629883i,337.4095153808594+64.49665832519531i,2.378289030258355-0.2960167214433584i,0.1996850379148288-0.05912181011591833i,0.09082401989474552-0.0006809688615011577i,0.09161902925465781,0.06269644718508349
6,3,24,819.7058715820312+53.37755584716797i,339.0455627441406+56.51973724365234i,2.377851420123701-0.2389589793387419i,0.2030659503791116-0.043340052693566i,0.09220215016518375-0.00127139956919391i,0.09161902925465781,0.06269644718508349
6,3,24,818.39501953125+57.71062469482422i,342.4390869140625+51.74521636962891i,2.36144524920731-0.1883046449268881i,0.2043926149711127-0.03102212835686105i,0.08946410434579145-2.102381128973936e-05i,0.09161902925465781,0.06269644718508349
6,3,24,816.789794921875+63.12447357177734i,341.5292358398438+49.08323287963867i,2.369195059990081-0.1556624549704308i,0.2044818969871171-0.02171356812231845i,0.08974700200205143-0.001124919720285065i,0.09161902925465781,0.06269644718508349
6,3,24,818.606201171875+63.80850601196289i,341.0054016113281+48.74300384521484i,2.378712390148685-0.1528922442910144i,0.2038672592090591-0.01490568491965089i,0.08777950291793427-0.000896560516072732i,0.09161902925465781,0.06269644718508349
6,3,24,817.163330078125+65.77870941162109i,346.3177185058594+43.23783111572266i,2.346711224930433-0.1030498652025735i,0.2028827289797645-0.0101015306238479i,0.08984177645505363-0.001004568623758775i,0.09161902925465781,0.06269644718508349
6,3,24,813.8379516601562+67.36786651611328i,345.3105163574219+44.34415435791016i,2.343239975117894-0.105821070912064i,0.2017286830183334-0.006847923374879754i,0.08687416120564063-0.0008343593324403737i,0.09161902925465781,0.06269644718508349
6,3,24,812.382568359375+57.60714721679688i,347.6195373535156+38.31524658203125i,2.326983343542368-0.09076530514802897i,0.2005194502512837-0.004748423734824016i,0.08934941722035282-0.00132302606884204i,0.09161902925465781,0.06269644718508349
6,3,24,814.5944213867188+59.6060905456543i,346.9989624023438+37.22585678100586i,2.339049568286985-0.07915595336917086i,0.1993157271103593-0.003466260806747288i,0.08756334387189246-0.001206680968114837i,0.09161902925465781,0.06269644718508349
6,3,24,811.1200561523438+61.55580139160156i,350.6802978515625+37.15037536621094i,2.305709008266182-0.06872970594128766i,0.1981454936923844-0.002722338198794475i,0.08662975401552786-0.00104385020178129i,0.09161902925465781,0.06269644718508349
6,3,24,811.7086791992188+59.16473770141602i,347.6761474609375+37.71538543701172i,2.325760293060334-0.0821229997915222i,0.1970168256109334-0.002291097031478263i,0.0886043065648911-0.001445555014437284i,0.09161902925465781,0.06269644718508349
6,3,24,812.0218505859375+59.38178253173828i,350.7168273925781+35.49378204345703i,2.308808619920462-0.06434412506393183i,0.1959253653278595-0.001995664465524184i,0.08712895839929491-0.001276756869849045i,0.09161902925465781,0.06269644718508349
6,3,24,811.5846557617188+41.05162811279297i,353.3833618164062+26.32278442382812i,2.292545525708379-0.05459949626112999i,0.1948585424306946-0.001702974360785046i,0.08449179160540898-0.0007015515057019558i,0.09161902925465781,0.06269644718508349
6,3,24,811.6968383789062+39.28275299072266i,350.9712219238281+26.68597221374512i,2.30788397039858-0.06355328620282881i,0.1937980315604568-0.001319147327745499i,0.08743687746326716-0.00212675286643138i,0.09161902925465781,0.06269644718508349
6,3,24,811.4612426757812+39.97621917724609i,353.5687255859375+26.23648262023926i,2.290835266252008-0.05692596379459414i,0.1927214437687179-0.0007852021753744012i,0.08468657574168055-0.001717826633009318i,0.09161902925465781,0.06269644718508349
6,3,24,806.9365234375+41.91226196289062i,356.1738891601562+24.20643997192383i,2.263113313688058-0.03613306591594093i,0.1916038610916203-7.305352425212074e-05i,0.08358075758886434-0.001267400007107281i,0.09161902925465781,0.06269644718508349
6,3,24,808.422119140625+39.23079681396484i,353.5791015625+27.62119674682617i,2.281143524187182-0.06724695314367951i,0.1904195317529051+0.0008183107118702274i,0.08343290022267884-0.002292303918205947i,0.09161902925465781,0.06269644718508349
6,3,24,806.483154296875+40.40312957763672i,356.4224548339844+25.92308616638184i,2.259011824562334-0.05094355968628727i,0.1891438294265797+0.001866601048334644i,0.08224139363068926-0.002463215695400991i,0.09161902925465781,0.06269644718508349
6,3,24,807.0823974609375-0.0572052001953125i,359.7647094726562+8.101263046264648i,2.242221230845817-0.05064985174867887i,0.187755431650631+0.003030068038369166i,0.08060466850729642-0.002990693899166643i,0.09161902925465781,0.06269644718508349
6,3,24,805.68798828125+0.6574897766113281i,359.3410034179688+11.35154056549072i,2.239949014207169-0.0689300193609737i,0.1862385805801637+0.004251499153307464i,0.07506999496418473-0.002980190364216637i,0.09161902925465781,0.06269644718508349
6,3,24,803.7393188476562+0.706512451171875i,360.1473999023438+10.78472232818604i,2.229754740924098-0.06480894571494869i,0.1845852473364116+0.005462399571975945i,0.0776987185782049-0.002526318827970272i,0.09161902925465781,0.06269644718508349
6,3,24,802.4733276367188+0.7230491638183594i,362.7700805664062+13.13650703430176i,2.20924664514943-0.07800735630267751i,0.1827970237353241+0.006587315387720499i,0.07768331033750768-0.002453811156348401i,0.09161902925465781,0.06269644718508349
6,3,24,796.3541870117188-1.023183822631836i,370.5421447753906+12.53487300872803i,2.146609627802074-0.0753778302961309i,0.1808866055884938+0.00754818450304807i,0.07472151958518139-0.002363775015910967i,0.09161902925465781,0.06269644718508349
6,3,24,798.238037109375+0.6337814331054688i,366.3977661132812+9.634288787841797i,2.177150732027023-0.05551758044183853i,0.17887880083709+0.008268535123819276i,0.07419031758337831-0.002041160104085573i,0.09161902925465781,0.06269644718508349
6,3,24,798.620361328125+12.04657745361328i,366.7427368164062+14.31813430786133i,2.175570102923-0.05208972273599322i,0.1768110810112006+0.008677304122233725i,0.07359020545893021-0.002385599120668638i,0.09161902925465781,0.06269644718508349
