cycle,type,temperature,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct
41,3,24,795.0792846679688+40.48244476318359i,367.3030700683594+28.15189361572266i,2.160397327714032-0.05536798527311088i,0.1273143055611747-0.04221321932533176i,0.073168261354725-0.001606727593537317i,0.0785415394665875,0.06123359021000344
41,3,24,795.6146850585938+41.89650726318359i,368.7181396484375+25.79369163513184i,2.15518753708185-0.03713876267991994i,0.1250009086626373-0.04221154173638658i,0.0724965738279678-0.001824672462942618i,0.0785415394665875,0.06123359021000344
41,3,24,794.0889282226562+3.227066040039062i,370.4117431640625+8.886198043823242i,2.142776416984414-0.04269321871340902i,0.1261158776615606-0.04029640051717701i,0.07285694672824204-0.001798395907214745i,0.0785415394665875,0.06123359021000344
41,3,24,793.3109130859375+1.2535400390625i,373.3266906738281+10.01651000976562i,2.123539170529256-0.05361768075715155i,0.1302017407174272-0.03649685527689274i,0.07058809591951037-0.002674764300771839i,0.0785415394665875,0.06123359021000344
41,3,24,791.3477172851562+2.164600372314453i,373.2899169921875+10.15879154205322i,2.118516725435536-0.05185505565140533i,0.1366174790189978-0.03068096798367551i,0.06870828653301578-0.001451223626661225i,0.0785415394665875,0.06123359021000344
41,3,24,791.6217041015625+1.67523193359375i,372.9471435546875+9.358805656433105i,2.121387829285895-0.04874262961059471i,0.14456886734639-0.02272452382759471i,0.06974398231471023-0.001669343417826001i,0.0785415394665875,0.06123359021000344
41,3,24,789.3660888671875-0.8782501220703125i,376.3075561523438+12.08771514892578i,2.095425011794233-0.06964290339671995i,0.1531685070794584-0.01267770616466661i,0.06831774364686541-0.001911849998963553i,0.0785415394665875,0.06123359021000344
41,3,24,786.3369750976562+3.16431999206543i,378.8592834472656+6.91547679901123i,2.074999451411707-0.02952360166644873i,0.1615392714706378-0.0008888386416645846i,0.06767554493854801-0.00144661143739113i,0.0785415394665875,0.06123359021000344
41,3,24,788.16552734375+12.86734390258789i,377.7784423828125+12.25626659393311i,2.08522706757848-0.03359046870567717i,0.1689450400460278+0.01194842193642898i,0.06691509330476904-0.001784316685844947i,0.0785415394665875,0.06123359021000344
41,3,24,786.4725952148438+12.7413158416748i,378.0427856445312+11.93036270141602i,2.079372579682196-0.03191795660044338i,0.174908439369013+0.02483792456163812i,0.06556706273592502-0.001573815308707743i,0.0785415394665875,0.06123359021000344
41,3,24,785.1378784179688+14.36965179443359i,378.178466796875+10.65605354309082i,2.075526900543946-0.02048576179787941i,0.1792696238810192+0.03659972857486798i,0.06439505445174244-0.001750953008984985i,0.0785415394665875,0.06123359021000344
41,3,24,785.4972534179688+16.24625205993652i,378.722900390625+9.293670654296875i,2.073872364112463-0.007994326902466098i,0.1821567948970412+0.04602828141865849i,0.06351203588309211-0.001754001148331699i,0.0785415394665875,0.06123359021000344
41,3,24,786.2279663085938+19.42056083679199i,379.2268981933594+6.081176280975342i,2.073526932276391+0.01796042968132608i,0.1838707400317053+0.05204852302000095i,0.0623359931787332-0.001593336740532405i,0.0785415394665875,0.06123359021000344
41,3,24,785.2853393554688+35.04928207397461i,378.3692626953125+18.70540428161621i,2.074955225801051-0.009946881689269268i,0.1847182027466121+0.05384197881955398i,0.06098026533784173-0.001497754007670912i,0.0785415394665875,0.06123359021000344
41,3,24,786.7382202148438+39.09511566162109i,377.2874755859375+16.63013458251953i,2.085763756702894+0.0116849457392239i,0.1848501446910829+0.0509370610947291i,0.0598920293837172-0.0007490751126787028i,0.0785415394665875,0.06123359021000344
41,3,24,786.3684692382812+41.59526062011719i,377.1087646484375+12.90095806121826i,2.086587799385085+0.03891789400037566i,0.1841655626510188+0.04327244560026991i,0.05961530451375806-0.0006586026026646734i,0.0785415394665875,0.06123359021000344
41,3,24,785.9019165039062+46.55145263671875i,378.1954650878906+7.787938594818115i,2.079683841731491+0.08026273549743418i,0.1823293345475132+0.03123764512040171i,0.05972888065547393+3.520755722604617e-05i,0.0785415394665875,0.06123359021000344
41,3,24,785.5234985351562+59.01457977294922i,377.9061889648438-3.406684398651123i,2.077043829531906+0.1748857640129267i,0.1789239306330141+0.01567173784007024i,0.05874372804116731+0.0006806864329956983i,0.0785415394665875,0.06123359021000344
41,3,24,790.869140625+71.61802673339844i,374.5173645019531-18.15316963195801i,2.097505312214203+0.2928953551081177i,0.1737102047267008-0.002223038032585215i,0.05965664520176783+0.001761517704221687i,0.0785415394665875,0.06123359021000344
41,3,24,799.2280883789062+89.12052154541016i,363.8449096679688-38.128662109375i,2.147367408360862+0.4699715822313716i,0.166920877689933-0.0210929095317086i,0.06063892808198144+0.003099866544275137i,0.0785415394665875,0.06123359021000344
41,3,24,816.7861938476562+109.6132583618164i,346.3709106445312-58.91714096069336i,2.239499648201007+0.6973974066321098i,0.159479857473058-0.03975617548408642i,99999+0i,0.0785415394665875,0.06123359021000344
41,3,24,840.7657470703125+126.003791809082i,322.256103515625-77.64595794677734i,2.376803977869614+0.9636838841360272i,0.1530734669477372-0.05752943365835525i,99999+0i,0.0785415394665875,0.06123359021000344
41,3,24,867.9268798828125+135.0097808837891i,293.5923461914062-93.46387481689453i,2.551281439347709+1.272044161907997i,0.1501178525038024-0.07435326684692704i,99999+0i,0.0785415394665875,0.06123359021000344
41,3,24,891.8309326171875+124.3806610107422i,265.2347717285156-104.1721496582031i,2.753496747667602+1.550393764785316i,0.1538216623807523-0.09046411072923199i,99999+0i,0.0785415394665875,0.06123359021000344
41,3,24,908.4796752929688+86.82498931884766i,238.0891876220703-115.2844848632812i,2.947964205220491+1.792099542085766i,0.1685867536965668-0.1053013215878089i,99999+0i,0.0785415394665875,0.06123359021000344
41,3,24,916.740966796875+22.02081298828125i,212.7443542480469-132.9334716796875i,3.052593042867241+2.010923417046741i,0.2006531594414991-0.1150832723082842i,99999+0i,0.0785415394665875,0.06123359021000344
41,3,24,924.1373901367188-104.130859375i,167.8393096923828-152.8760986328125i,3.318236972963896+2.401989522774891i,0.2576136283941189-0.1079255050246256i,99999+0i,0.0785415394665875,0.06123359021000344
41,3,24,891.9586181640625-277.4584655761719i,125.058723449707-160.7720642089844i,3.76391383152256+2.620158926811956i,0.3419208547678545-0.05553491866890622i,99999+0i,0.0785415394665875,0.06123359021000344
41,3,24,818.0379028320312-445.4875183105469i,74.75972747802734-158.9104919433594i,4.278283128359843+3.135064374853104i,0.4266326151477631+0.09315510510268438i,99999+0i,0.0785415394665875,0.06123359021000344
43,3,24,-1-1i,-1-1i,1-0i,0.5022858662719889-1.347567623462614i,0.1023311726590806-0.004575257369873965i,0.08868320845834721,0.06561684946388616
43,3,24,834.7174072265625+32.73925018310547i,128.8122100830078+37.18654632568359i,6.049328764894097-1.492206321497429i,0.7954255796324059+0.5414415120278349i,0.08516392932365888-0.001205765893787496i,0.08868320845834721,0.06561684946388616
43,3,24,773.1637573242188+37.20861053466797i,384.7188720703125+81.36779022216797i,1.943216563832193-0.314272670162577i,0.3941231915967594+0.4296604068406783i,0.08619821537335561-0.001012811839144803i,0.08868320845834721,0.06561684946388616
43,3,24,832.528076171875+49.34514617919922i,325.7661743164062+68.24525451660156i,2.478556982130016-0.3677625712723667i,0.2736591082585337-0.08725662606673744i,0.08605223680798221-0.002552168435151062i,0.08868320845834721,0.06561684946388616
43,3,24,811.5180053710938+52.00913238525391i,346.8358764648438+60.13516998291016i,2.296731532795451-0.2482592332204658i,-0.05420775607792919-0.03122014173179744i,0.08595568075140653-0.001424276606300187i,0.08868320845834721,0.06561684946388616
43,3,24,811.7112426757812+55.87198638916016i,346.2884216308594+54.46494293212891i,2.312210381878203-0.2023238887888609i,-0.09563028943171305-0.03578555997983512i,0.08687054247640824-0.001186984580540259i,0.08868320845834721,0.06561684946388616
43,3,24,812.3831787109375+56.80539321899414i,346.619384765625+55.52779769897461i,2.310686400177691-0.2062837131979572i,0.1737721143430819-0.1296495023106662i,0.08404331632651607-0.002318001063865167i,0.08868320845834721,0.06561684946388616
43,3,24,810.2008666992188+60.51479339599609i,347.8994445800781+50.03436279296875i,2.306152711458588-0.1577239885833771i,0.1999016958727698+0.2109080759776415i,0.08492723889364417-0.001343395601500861i,0.08868320845834721,0.06561684946388616
43,3,24,811.3507080078125+63.99106597900391i,347.6303405761719+47.73761367797852i,2.315559028581466-0.1339014203962264i,-0.04475778869184106+0.3284948379632337i,0.08435311877507322-0.001917610619812967i,0.08868320845834721,0.06561684946388616
43,3,24,807.6363525390625+62.23574066162109i,351.7949523925781+48.80904006958008i,2.27648233014627-0.1389365489065794i,-0.1918299221381693+0.2888952108666389i,0.08378629610574945-0.001836653814332462i,0.08868320845834721,0.06561684946388616
43,3,24,808.9317016601562+55.64810943603516i,350.8542785644531+40.02803802490234i,2.293844517898624-0.1030911930092944i,-0.2196526370321598+0.2629742795532695i,0.0836120599161551-0.001775695513835294i,0.08868320845834721,0.06561684946388616
43,3,24,806.59521484375+56.0843505859375i,352.5642700195312+40.87533187866211i,2.275650990603952-0.1047571805644378i,-0.1707317927752637+0.2760329047103953i,0.08224385169083853-0.001970378090314792i,0.08868320845834721,0.06561684946388616
43,3,24,807.5753784179688+55.95903396606445i,354.1327819824219+39.675537109375i,2.269645953672933-0.09626442404792938i,-0.06994257551169697+0.2889080473418448i,0.08128818459091534-0.002276415242148937i,0.08868320845834721,0.06561684946388616
43,3,24,804.7639770507812+56.87442398071289i,354.4584045410156+40.03414154052734i,2.259701201301087-0.09476647561783964i,0.04934903800102237+0.2600274666115047i,0.08309020163741443-0.002405443995061987i,0.08868320845834721,0.06561684946388616
43,3,24,804.2770385742188+56.33518600463867i,356.3574523925781+38.69787979125977i,2.247601407347517-0.08598732219525768i,0.1422081663890311+0.1808953195436712i,0.08026896775252286-0.002052292198731232i,0.08868320845834721,0.06561684946388616
43,3,24,803.409423828125+36.44748306274414i,358.8793029785156+30.73914337158203i,2.230993169572598-0.08953242934628564i,0.1793637624917126+0.07953721427342277i,0.07847393100248179-0.001605822060576618i,0.08868320845834721,0.06561684946388616
43,3,24,804.0595703125+36.5341911315918i,356.9907531738281+30.69239807128906i,2.244533651018449-0.09063520240289055i,0.1649190719193916-0.007006407851454632i,0.07806057370636338-0.00292327483100075i,0.08868320845834721,0.06561684946388616
43,3,24,800.8486938476562+36.89954376220703i,360.9698181152344+29.66798400878906i,2.212061840047495-0.07958524533927545i,0.1246040906338046-0.05983007370601226i,0.07658282084958225-0.002320657927290093i,0.08868320845834721,0.06561684946388616
43,3,24,798.8326416015625+38.50568008422852i,363.2635192871094+27.80941772460938i,2.194299349573535-0.06198394814070054i,0.08309571394307731-0.08198631814102028i,0.07530456613958374-0.002146016696806317i,0.08868320845834721,0.06561684946388616
43,3,24,797.8390502929688+35.92750549316406i,365.5663452148438+32.13943862915039i,2.174308363637119-0.09287929582479749i,0.05270545341670159-0.08641067906474381i,0.07429596041925625-0.002328842189463522i,0.08868320845834721,0.06561684946388616
43,3,24,795.4970092773438+37.93497467041016i,366.2618103027344+29.54911231994629i,2.166192034818678-0.07118972368827753i,0.0354471757575784-0.08479058813384786i,0.07288794628776908-0.002437561165269429i,0.08868320845834721,0.06561684946388616
43,3,24,794.1148681640625-1.323116302490234i,369.0784606933594+12.63000106811523i,2.148976113610187-0.07712367408075399i,0.02935735573103675-0.08367864911878202i,0.07092287992279236-0.002368098071972677i,0.08868320845834721,0.06561684946388616
43,3,24,793.7262573242188-0.8181228637695312i,371.1670227050781+12.47426319122314i,2.135974458834753-0.07399049148508563i,0.03275461253612798-0.08505287532484905i,0.06974762596229282-0.002350555197045372i,0.08868320845834721,0.06561684946388616
43,3,24,791.3067626953125-0.4985389709472656i,372.3922119140625+11.9577579498291i,2.122696646430065-0.06949992733963135i,0.04536878377212691-0.08758635912072707i,0.06801128102101119-0.002093827193028163i,0.08868320845834721,0.06561684946388616
43,3,24,789.4004516601562-0.6207542419433594i,375.7103881835938+11.61577129364014i,2.099030197848871-0.06654755829211284i,0.0673236088969081-0.08739799406488587i,0.06876825666950837-0.001899080105650389i,0.08868320845834721,0.06561684946388616
43,3,24,787.8326416015625-0.02824020385742188i,377.3663330078125+10.94205379486084i,2.085957155805815-0.06055891481974478i,0.09713710451000362-0.07897494236948072i,0.06601104220767247-0.001765204663659461i,0.08868320845834721,0.06561684946388616
43,3,24,784.640625+1.502918243408203i,379.3932189941406+9.794280052185059i,2.066870954016212-0.04939623001602175i,0.1301227129933248-0.05721246523382647i,0.06698816787396394-0.001397992911237482i,0.08868320845834721,0.06561684946388616
43,3,24,785.640869140625+12.56835556030273i,378.5296020507812+13.5412712097168i,2.074040649155537-0.04099227982652685i,0.1587367144683306-0.02030958957326456i,0.06543638506015426-0.001506060508367018i,0.08868320845834721,0.06561684946388616
43,3,24,783.3253784179688+12.92200660705566i,381.3844909667969+11.68198585510254i,2.053011032218274-0.02900285536951909i,0.1754244583023669+0.02826918011573524i,0.06559010903792763-0.001472742990565769i,0.08868320845834721,0.06561684946388616
43,3,24,785.4606323242188+14.92447853088379i,379.7837524414062+10.7544002532959i,2.067633439380923-0.01925221657407669i,0.176460090960267+0.080603959057248i,0.06488135067879286-0.001443770858736964i,0.08868320845834721,0.06561684946388616
43,3,24,784.8723754882812+16.9825553894043i,381.5733032226562+8.304166793823242i,2.056931719665983-0.0002582693636462042i,0.1640852793652687+0.1277203556627984i,0.06384518871597335-0.001311280665712736i,0.08868320845834721,0.06561684946388616
43,3,24,785.3859252929688+19.84582328796387i,378.7882995605469+5.702889919281006i,2.073735290346313+0.02117155998401881i,0.145459241662078+0.1631878891106799i,0.06309583295492864-0.0005256593324557718i,0.08868320845834721,0.06561684946388616
43,3,24,785.702880859375+37.03827667236328i,377.6414184570312+17.73497009277344i,2.080570060330499+0.000369209704411484i,0.1293848893527721+0.1844588717856986i,0.06221223483879976-0.001115186328640623i,0.08868320845834721,0.06561684946388616
43,3,24,785.2601318359375+39.36970138549805i,376.0019836425781+14.07010364532471i,2.08943911627192+0.02651868046641699i,0.1229487181033342+0.1915136123201778i,0.06168729007873124-0.0006385682865561979i,0.08868320845834721,0.06561684946388616
43,3,24,787.9354858398438+44.44041442871094i,376.4810485839844+7.697892665863037i,2.094433436882441+0.07521677583055883i,0.1293336125600207+0.1843964231956798i,0.06207292239921149+2.807564110229569e-05i,0.08868320845834721,0.06561684946388616
43,3,24,786.4744262695312+48.79067993164062i,375.9082946777344+6.286975860595703i,2.093782692237825+0.09477609085149721i,0.1466984245708747+0.1618000149675377i,0.06114220795108377+0.0003737173302440508i,0.08868320845834721,0.06561684946388616
43,3,24,788.0977783203125+58.02053070068359i,375.1631469726562-4.708250999450684i,2.098408768281739+0.1809889015728698i,0.1678982085963647+0.122128715804965i,0.06151514697089136+0.001340281971274181i,0.08868320845834721,0.06561684946388616
43,3,24,791.3749389648438+74.23564147949219i,369.418212890625-20.78827285766602i,2.124184834675633+0.320487109978789i,0.1819338287415626+0.06684860088996718i,0.06399638621829611+0.001849527994338937i,0.08868320845834721,0.06561684946388616
43,3,24,801.158935546875+91.50163269042969i,361.7706909179688-38.70156860351562i,2.162740238755169+0.4842931636270219i,0.17841460053941+0.00357673170933899i,0.06315476379487336+0.003229479841724371i,0.08868320845834721,0.06561684946388616
43,3,24,821.4511108398438+111.6899795532227i,342.5624694824219-60.50805282592773i,2.26956090593218+0.7269234458674563i,0.1538660471099449-0.05510344808342926i,99999+0i,0.08868320845834721,0.06561684946388616
43,3,24,846.6784057617188+128.0146789550781i,317.5610046386719-74.2740478515625i,2.438509891824735+0.9734591931358675i,0.1149279414650777-0.09839877029433136i,99999+0i,0.08868320845834721,0.06561684946388616
43,3,24,870.9415283203125+134.1639556884766i,290.9156188964844-91.97577667236328i,2.589181750809688+1.279773013141599i,0.07449330752463136-0.1245980111010747i,99999+0i,0.08868320845834721,0.06561684946388616
43,3,24,894.0811157226562+124.5002365112305i,262.7349853515625-103.6541519165039i,2.782884447065265+1.571765416778568i,0.04476067411866225-0.1419613298143229i,99999+0i,0.08868320845834721,0.06561684946388616
43,3,24,910.847900390625+86.12548065185547i,234.6702728271484-113.6206741333008i,3.000351670659274+1.819691326747951i,0.03690075476302997-0.1627263864840834i,99999+0i,0.08868320845834721,0.06561684946388616
43,3,24,918.9575805664062+23.8988151550293i,209.8188171386719-132.3559112548828i,3.08165758975041+2.05784409382408i,0.07262585361466281-0.1911339533994978i,99999+0i,0.08868320845834721,0.06561684946388616
43,3,24,925.4285278320312-104.7346801757812i,166.7352142333984-150.1804504394531i,3.376651827699199+2.413241942533148i,0.1937959853027632-0.1847734859515942i,99999+0i,0.08868320845834721,0.06561684946388616
43,3,24,895.7176513671875-276.7326049804688i,123.6047058105469-156.2027740478516i,3.879820786507715+2.664187924894158i,0.3623400485485652+0.03139979013140294i,99999+0i,0.08868320845834721,0.06561684946388616
43,3,24,819.150634765625-444.1943054199219i,80.90486145019531-155.0023498535156i,4.41997294689589+2.977718314074533i,0.06247012164572667+0.4962008765985919i,99999+0i,0.08868320845834721,0.06561684946388616
45,3,24,649.273681640625+23.11552047729492i,508.4493713378906+93.80135345458984i,1.243048545505202-0.1838612077636484i,0.1134686522197473-0.2794541635871317i,0.07713539390276401-0.0008479617952507979i,0.07802409378290423,0.06062991544979002
45,3,24,820.0451049804688+42.76633453369141i,338.7879943847656+76.36476898193359i,2.330568615660478-0.399090291387981i,0.1376168926451397+0.02330567076505793i,0.07878682104378872-0.0003233764820404094i,0.07802409378290423,0.06062991544979002
45,3,24,809.5147094726562+42.68937683105469i,349.4867553710938+75.76546478271484i,2.237612776864543-0.3629447847805908i,0.004452096260120562+0.0125773778147998i,0.07962866720896378-0.0004657723226587832i,0.07802409378290423,0.06062991544979002
45,3,24,803.0692749023438+49.79474639892578i,356.8416442871094+68.70968627929688i,2.195945581573238-0.2832852813447012i,0.03761516981043439-0.07324654662496374i,0.0788948756606638-0.0009688384722142056i,0.07802409378290423,0.06062991544979002
45,3,24,803.1592407226562+51.79595184326172i,355.1174011230469+59.08162307739258i,2.224368985157212-0.2242170557427843i,0.1342007656125541-0.07189277308745387i,0.07714373475431997-0.0005768923863433298i,0.07802409378290423,0.06062991544979002
45,3,24,803.8187866210938+56.16218566894531i,354.7278747558594+54.84817123413086i,2.237014162408764-0.187563354613218i,0.2002925271515027-0.01258578987640543i,0.07923476343575257-9.799435953005861e-05i,0.07802409378290423,0.06062991544979002
45,3,24,803.9326782226562+58.61470031738281i,356.4568176269531+52.60520172119141i,2.231021075060476-0.1648127079501835i,0.2258731510600716+0.05096546315319921i,0.07804263175287751-0.00123670396449995i,0.07802409378290423,0.06062991544979002
45,3,24,799.7865600585938+62.09779357910156i,359.5660705566406+50.18246459960938i,2.205455330811268-0.1351000399179837i,0.2296491391035086+0.0944267241108416i,0.0781450655601998-0.001065573429509338i,0.07802409378290423,0.06062991544979002
45,3,24,801.1085205078125+64.06546020507812i,357.2010192871094+45.43532562255859i,2.22948051860531-0.1042318221857565i,0.226867849018167+0.1142680120271455i,0.07562011025796188-0.001106381550889013i,0.07802409378290423,0.06062991544979002
45,3,24,799.3728637695312+63.87397003173828i,359.5100708007812+46.94679641723633i,2.20903747192812-0.1107987388286287i,0.2237735524666576+0.1145724011978924i,0.07506108802834353-0.001061470308708797i,0.07802409378290423,0.06062991544979002
45,3,24,801.3694458007812+56.07397842407227i,359.8099365234375+40.97446060180664i,2.216208962968894-0.09653426681340394i,0.2207862734400309+0.100995273535337i,0.07772323323970169-0.0001280342499514681i,0.07802409378290423,0.06062991544979002
45,3,24,796.877197265625+57.63154983520508i,364.5220947265625+40.68251800537109i,2.176621128880533-0.08482031371662514i,0.2162135477608138+0.07903814219866043i,0.07395897720443868-0.0002927092336312346i,0.07802409378290423,0.06062991544979002
45,3,24,796.15087890625+57.86638641357422i,365.4050903320312+39.61127471923828i,2.170478127941858-0.07692563603557633i,0.2085823981434382+0.05359325924959561i,0.07524941309359874-0.001463349513385302i,0.07802409378290423,0.06062991544979002
45,3,24,797.7421264648438+60.50247192382812i,362.8746643066406+35.75058364868164i,2.193531154254567-0.04937668251536583i,0.1975948336327178+0.02860518066333461i,0.07730826622936404-0.0008260695646463906i,0.07802409378290423,0.06062991544979002
45,3,24,793.5167846679688+61.40041351318359i,367.7412414550781+35.35397338867188i,2.153956662757823-0.0401111198840362i,0.1841184148839769+0.006770374305426539i,0.07519311566164519-0.0009113470582042918i,0.07802409378290423,0.06062991544979002
45,3,24,795.1768798828125+39.40640258789062i,366.7074890136719+29.9416675567627i,2.162778268639106-0.06913080886042977i,0.1696898968152348-0.01054339842210598i,0.07647145916605021-0.001129126210739368i,0.07802409378290423,0.06062991544979002
45,3,24,797.8772583007812+41.69245910644531i,365.4408569335938+27.28499221801758i,2.179695272286822-0.04865495769889057i,0.1559431476352729-0.02309317484327605i,0.075307779428368-0.001723090798835742i,0.07802409378290423,0.06062991544979002
45,3,24,794.953857421875+40.17070007324219i,368.3142395019531+26.99555587768555i,2.15477589876511-0.04886770907934444i,0.1442087278283591-0.0313689963206133i,0.07478959949576637-0.001635487404894453i,0.07802409378290423,0.06062991544979002
45,3,24,796.8403930664062+40.83146286010742i,366.3017883300781+27.07626724243164i,2.171739340818022-0.04906099966017557i,0.1353499074896897-0.03617157170407735i,0.07356791946772732-0.00136496503819752i,0.07802409378290423,0.06062991544979002
45,3,24,792.813232421875+39.71576690673828i,368.98876953125+28.92596817016602i,2.143873506659143-0.06042961669557769i,0.1297764460370716-0.03827999642299655i,0.07279763315982578-0.001535575326134275i,0.07802409378290423,0.06062991544979002
45,3,24,794.3577270507812+40.71640014648438i,369.4622192382812+28.02453422546387i,2.146049602824894-0.05257815112320489i,0.1275378679589696-0.03825874751054218i,0.07199838556304035-0.001859921568394882i,0.07802409378290423,0.06062991544979002
45,3,24,792.63623046875+1.098770141601562i,371.8753356933594+10.15495014190674i,2.129949240320449-0.05520871170540324i,0.1284188983856726-0.03639769386107288i,0.07036904403921775-0.002470547733500058i,0.07802409378290423,0.06062991544979002
45,3,24,790.7949829101562+1.341875076293945i,372.8930969238281+9.725165367126465i,2.119353892690313-0.05167484236244446i,0.1320033578487357-0.03275382430637176i,0.07000384851861625-0.001332067183624705i,0.07802409378290423,0.06062991544979002
45,3,24,790.806640625+2.301475524902344i,374.0304565429688+10.49678993225098i,2.11279275503341-0.05314023456478011i,0.1377111252517033-0.02725885502318749i,0.06895952699064212-0.002107248982417501i,0.07802409378290423,0.06062991544979002
45,3,24,788.6907958984375-1.239500045776367i,376.4868469238281+11.9932279586792i,2.092641004041802-0.06995468993969291i,0.1448328824604462-0.01985823519776505i,0.06819942798025312-0.001729043774279873i,0.07802409378290423,0.06062991544979002
45,3,24,788.6763305664062+2.236917495727539i,377.4001770019531+6.492514610290527i,2.089245071993622-0.03001465645473164i,0.152587249588674-0.01064720025924361i,0.06743838002237675-0.001837894439923773i,0.07802409378290423,0.06062991544979002
45,3,24,786.4348754882812+1.699895858764648i,378.2843627929688+9.767654418945312i,2.077682382770605-0.04915399492377614i,0.1602091633117854+2.96397496496922e-05i,0.06615951252232469-0.001404855128512247i,0.07802409378290423,0.06062991544979002
45,3,24,785.452880859375+11.923583984375i,379.6701049804688+12.40671920776367i,2.067595672882999-0.03615900958274759i,0.1670560049808636+0.01154141727422681i,0.06610599249294009-0.001619856105991022i,0.07802409378290423,0.06062991544979002
